jini,	জিনি,	যিনি,	
probhura,	প্রভূরা,	প্রভুরা,	
stark,	স্ট্র,	স্টার্ক,	
beekargrasta,	বিকগ্রার্ট,	বিকারগ্রস্ত,	
parkim,	পার্কিম,	পার্কিং,	
segulor,	সেগুলোর,	সেগুলোর,	
ajibooner,	আজিবুনের,	আজীবনের,	
ballroom,	বলরুম,	বলরুম,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
sontoshpur,	সন্তঃস্পুর,	সন্তোষপুর,	
jor,	জোর,	জ্বর,	
boudhher,	বৌধ্ধের,	বৌদ্ধের,	
miley,	মিলে,	মাইলে,	
tonoo,	টানু,	তনু,	
lombatey,	লম্বতে,	লম্বাটে,	
laat,	লাত,	লাট,	
jonomukhi,	জনমুখী,	জনমুখী,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
setike,	সেটিকে,	সেটিকে,	
hossain,	হোসাইন,	হোসেইন,	
teunar,	টিউনার,	টিউনার,	
oppohoron,	অপহরণ,	অপহরন,	
tarun,	তরুণ,	তরুন,	
modhumotii,	মধুমতি,	মধুমতী,	
taronee,	তরণী,	তরণী,	
dibaag,	দিবাগ,	ডিবাগ,	
notikotar,	নািকততর,	নৈতিকতার,	
jyaka,	জ্যাক,	জ্যাক,	
fatakasto,	ফটাকাষ্ট,	ফাটাকেষ্ট,	
ponni,	পন্নি,	পন্নী,	
dobhar,	ডোভার,	ডোভার,	
siddhantai,	সিদ্ধানটাই,	সিদ্ধান্তই,	
iraner,	ইরনের,	ইরানের,	
aashtikotaa,	আস্টিক্ত,	আস্তিকতা,	
qaroo,	কারু,	কারো,	
prokolpou,	প্রকল্পও,	প্রকল্পও,	
jani,	জানি,	জনি,	
lambatey,	লম্বতে,	লম্বাটে,	
jaadrel,	জাড্রেল,	জাঁদরেল,	
elakayi,	এলাকই,	এলাকাই,	
khagen,	খাগেন,	খগেন,	
shpredashhita,	স্প্রেডোসিয়া,	স্প্রেডশীট,	
sikarer,	শিকরের,	শিকারের,	
dhormee,	ধর্মি,	ধর্মী,	
mandander,	মন্দন্ডের,	মানদণ্ডের,	
pharanyata,	ফরর্নতত,	ফরম্যাট,	
diyi,	দি,	দিই,	
gronthotyke,	গ্রন্থটাক্ে,	গ্রন্থটিকে,	
krej,	ক্রেজ,	ক্রেজ,	
abikaul,	অবিকুল,	অবিকল,	
tenys,	টেনিস,	টেনিস,	
roshider,	রশীদের,	রশিদের,	
chomski,	চম্ষকী,	চমস্কি,	
serverty,	সার্ভরেটি,	সার্ভারটি,	
minishter,	মিনিস্টার,	মিনিস্টার,	
amerikar,	আমেরিকার,	আমেরিকার,	
asthishondhi,	অস্থিসংধি,	অস্থিসন্ধি,	
bikaargrasto,	বিকগ্রগ্রস,	বিকারগ্রস্ত,	
kanader,	কানাডের,	কণাদের,	
laaiseens,	লাইসেন্স,	লাইসেন্স,	
protizogiider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
emergenci,	এমের্জেন্সি,	এমার্জেন্সি,	
tottorat,	তত্তরত,	তওরাত,	
dovaar,	ডওভার,	ডোভার,	
naditir,	নদীতীর,	নদীটির,	
nuhash,	নূহাস,	নুহাশ,	
jeans,	জেন্স,	জিন্স,	
mahibur,	মহীবুর,	মহিবুর,	
turki,	তুর্কী,	তুর্কি,	
keyboard,	কিবোর্ড,	কীবোর্ড,	
estania,	এস্টানিয়া,	এস্তোনিয়া,	
benke,	বেনকে,	বেঁকে,	
yuro,	ইয়োরো,	ইউরো,	
lompot,	লম্পত,	লম্পট,	
prashikkhane,	প্রশিক্ষনে,	প্রশিক্ষণে,	
sthapanagulor,	স্থাপনগুলোর,	স্থাপনাগুলোর,	
taunashipa,	তৌনশিপ,	টাউনশিপ,	
horiddar,	হরিদদার,	হরিদ্বার,	
sofyr,	সফরি,	সোফির,	
fasi,	ফাঁসি,	ফাঁসী,	
dormitory,	ডরমেটরি,	ডরমিটরি,	
lyand,	ল্যান্ড,	ল্যান্ড,	
metropalitana,	মেট্রোপলিটান,	মেট্রোপলিটন,	
kemaney,	কেমনে,	কেমনে,	
joubankal,	যৌবনকাল,	যৌবনকাল,	
stone,	স্তনে,	স্টোন,	
muhammada,	মুহাম্মদা,	মুহাম্মদ,	
kuntee,	কুন্তি,	কুন্তী,	
shreechoitonyodeb,	শ্রীচৈতন্যদেব,	শ্রীচৈতন্যদেব,	
wault,	ভল্ট,	ভল্ট,	
gronthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
kloj,	ক্লোজ,	ক্লজ,	
mehnotti,	মেহনটি,	মেহনতি,	
satjon,	সৎজন,	সাতজন,	
bishnoo,	বিষ্ণু,	বিষ্ণু,	
pubancholer,	পুবন্চলের,	পূর্বাঞ্চলের,	
deke,	দেকে,	ডেকে,	
porisromii,	পরিস্রমী,	পরিশ্রমী,	
joubanbatee,	যৌবন্াটি,	যৌবনবতী,	
phalah,	ফলা,	ফালাহ,	
gauge,	গগে,	গেজ,	
odurey,	অদূরে,	অদুরে,	
soleel,	সলীল,	সলিল,	
vorkendra,	ভর্কেন্দ্র,	ভরকেন্দ্র,	
tinhajar,	তিনহাজার,	তিনহাজার,	
puddin,	পুদিন,	পুডিং,	
maladoobha,	মালাদাভা,	মলদোভা,	
pravritike,	প্রভূতিতিকে,	প্রভৃতিকে,	
octane,	অক্টানে,	অকটেন,	
byatikrami,	ব্যতিক্রমী,	ব্যতিক্রমী,	
hitokor,	হিতকর,	হিতকর,	
rayyalati,	রিয়ালটি,	রয়্যালটি,	
chalochchitroi,	চলচিত্রই,	চলচ্চিত্রই,	
zeebonjaapon,	জীবনযাপন,	জীবনযাপন,	
vastubad,	বস্তুবাদ,	বস্তুবাদ,	
churger,	চার্গের,	চার্জের,	
swosti,	স্বস্তি,	স্বস্তি,	
patjato,	পাত্জাত,	পাটজাত,	
pathanirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
fake,	ফাঁক,	ফাকে,	
coner,	কোণের,	কনের,	
deelibhara,	দেলিভার,	ডেলিভার,	
tulechen,	তুলেছেন,	তুলেছেন,	
tenish,	টেনিস,	টেনিস,	
ancholke,	অঞ্চলকে,	অঞ্চলকে,	
maunchostho,	মঞ্চন্থ,	মঞ্চস্থ,	
durgandher,	দুরগন্ধের,	দুর্গন্ধের,	
koda,	কদা,	কোড,	
premo,	প্রেমও,	প্রিমো,	
jaanate,	জানাতে,	জানাতে,	
risort,	রিসর্ট,	রিসোর্ট,	
sina,	সিন,	সিনা,	
categoryer,	ক্যাটাগ্রের,	ক্যাটাগরির,	
jotinke,	যোটিনকে,	যতীনকে,	
dwibidha,	দ্বিবিধ,	দ্বিবিধ,	
averej,	আভররেজ,	এভারেজ,	
shikhbey,	শিখবে,	শিখবে,	
jaandrel,	জান্ড্রেল,	জাঁদরেল,	
garora,	গ্যারো,	গারোরা,	
jounatar,	যৌনতার,	যৌনতার,	
protijogiira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
sausagee,	সৌশজী,	সসেজ,	
cheekitshar,	চিকিৎসার,	চিকিত্সার,	
cholechi,	চলেছি,	চলেছি,	
ileeing,	ইলেন,	ইলিং,	
bishesyer,	বিশেষের,	বিশেষ্যের,	
akkas,	এক্ষাস,	আককাস,	
ghurechen,	ঘুরেছেন,	ঘুরেছেন,	
ghotlo,	ঘটল,	ঘটল,	
fiksa,	ফিক্স,	ফিক্স,	
bagdhara,	বাঘধারা,	বাগধারা,	
sadena,	সদেনা,	সাডেন,	
chirata,	চিরতা,	চিরতা,	
drishyake,	দৃশ্যকে,	দৃশ্যকে,	
jyaqa,	য্যাক,	জ্যাক,	
taimash,	টাইমাস,	টাইমস্,	
maadhookori,	মাধুকরী,	মাধুকরী,	
horidbare,	হরিদবারে,	হরিদ্বারে,	
shhyutara,	স্যুটার,	শ্যুটার,	
boonot,	বুনত,	বুনট,	
gandhikey,	গানধিকে,	গান্ধীকে,	
shangstha,	সাংসথ,	সংস্থা,	
marqetim,	মার্কেটিন,	মার্কেটিং,	
jesa,	জেস,	জেস,	
bosontokke,	বসন্তকে,	বসন্তকে,	
transapharma,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
aakkaas,	আক্কাশ,	আককাস,	
chargar,	চররগার,	চার্জার,	
bisnu,	বিষ্ণু,	বিষ্ণু,	
ghumachchilo,	ঝুমচ্ছিল,	ঘুমাচ্ছিল,	
akkaas,	এক্কাস,	আককাস,	
texaser,	টেক্সার,	টেক্সাসের,	
jakkha,	যক্ষা,	যক্ষ,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
lisense,	লিইনস্,	লাইসেন্স,	
jyakasana,	জ্যাকাশন,	জ্যাকসন,	
yauth,	যউথ,	ইয়ুথ,	
shoilee,	সিলি,	শৈলী,	
archimedes,	আর্চিমেশে,	আর্কিমিডিস,	
hoila,	হইল,	হইল,	
arunima,	অরুণিমা,	অরুণিমা,	
skolastik,	স্কলাস্টিক,	স্কলাস্টিক,	
bishad,	বিষদ,	বিষদ,	
grambasio,	গ্রম্বাসী,	গ্রামবাসীও,	
dephinision,	ডেফিনিশন,	ডেফিনেশন,	
zeebonnogor,	জীবনগনগর,	জীবননগর,	
diphinishion,	ডিফিনিশন,	ডেফিনেশন,	
manahputa,	মননফুত,	মনঃপুত,	
phokskon,	ফাকক্ষণ,	ফক্সকন,	
qulim,	কুলিং,	কুলিং,	
suraaropito,	সুরারপিত,	সুরারোপিত,	
obhigomon,	অভিগমন,	অভিগমন,	
sima,	সিম,	সীমা,	
chomsky,	চমক্ষী,	চমস্কি,	
jonmato,	জন্মতত,	জন্মাত,	
sofir,	সফীর,	সোফির,	
timesh,	টাইমস,	টাইমস্,	
metrapalitana,	মেট্রাপলিটান,	মেট্রোপলিটন,	
crucer,	ক্রুরের,	ক্রুশের,	
nathibhookteer,	নাভিভুকতির,	নথিভুক্তির,	
lecense,	লিজেন্স,	লাইসেন্স,	
jhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
deep,	ডীপ,	দীপ,	
daayitto,	দাইত্য,	দায়িত্ব,	
sadbi,	সদবি,	সাধ্বী,	
cholochchitra,	চলচিত্র,	চলচ্চিত্র,	
ashanka,	আশঙ্কা,	আশংকা,	
monohputo,	মনোফুত,	মনঃপুত,	
grambashee,	গ্রামবাষী,	গ্রামবাসী,	
korkat,	কর্কাত,	কর্কট,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
orthanitike,	অর্থনীতিকে,	অর্থনীতিকে,	
vogni,	ভগ্নি,	ভগ্নী,	
chowdhuryke,	চৌধির্যকে,	চৌধুরীকে,	
dhani,	ধনী,	ধানি,	
shakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
clintoner,	ক্লিন্টনের,	ক্লিনটনের,	
muhamad,	মুহামদ,	মুহাম্মদ,	
maudeley,	মুডেলে,	মডেলে,	
uponishoder,	উপনিষদের,	উপনিষদের,	
bonoshri,	বনশির,	বনশ্রী,	
goojober,	গুজবের,	গুজবের,	
chhutee,	ছুটি,	ছুটি,	
aziza,	আজিজ,	আজিজা,	
nirmol,	নির্মল,	নির্মল,	
falkati,	ফলকাটি,	ফলকটি,	
parswer,	পারস্বের,	পার্শ্বের,	
mathew,	মথিউ,	ম্যাথিউ,	
nirmolotaa,	নির্মলতা,	নির্মলতা,	
shaater,	ষাটের,	শ্যুটার,	
addhattikota,	অধ্যাতিত্বকা,	আধ্যাত্মিকতা,	
thaanobhi,	থানবভী,	থানভী,	
felto,	ফেলতো,	ফেলত,	
groth,	গ্রথ,	গ্রোথ,	
lutharan,	লুতারণ,	লুথেরান,	
choudhureeo,	চৌধুরিও,	চৌধুরীও,	
pirujalee,	পিরুজালী,	পিরুজালী,	
melborrone,	মেলবররণে,	মেলবোর্নে,	
alaul,	অ্যালু,	আলাওল,	
chidropathe,	চিদ্রপথে,	ছিদ্রপথে,	
gonna,	গণ্য,	গননা,	
turkider,	তুর্কীদের,	তুর্কিদের,	
dharavahiktir,	ধারাভাতিকরি,	ধারাবাহিকটির,	
moorali,	মুরালি,	মুরলী,	
sangharshik,	সংঘর্ষিক,	সাংঘর্ষিক,	
uponeeshod,	উপনিষদ,	উপনিষদ,	
chowdhuryder,	চৌধুর্দীরের,	চৌধুরীদের,	
uddhritto,	উদ্ধৃত্ত,	উদ্ধৃত,	
dara,	ডোরা,	দারা,	
chirohorit,	চিরহরিত,	চিরহরিৎ,	
pholo,	ফলও,	পোলো,	
bhushi,	ভুষি,	ভুষি,	
jes,	জেস,	জেস,	
ipl,	ইপ্ল,	আইপিএল,	
nagnyo,	নজ্ঞ,	নগণ্য,	
satarkokari,	সতর্ককারী,	সতর্ককারী,	
dipke,	ডিপকে,	দ্বীপকে,	
narikei,	নারীকেই,	নারীকেই,	
bosstonto,	বস্তন্ত,	বসন্ত,	
jarool,	জারুল,	জারুল,	
