ahalya,	অহল্য,	অহল্যা,	
cheento,	চিন্ত,	চিনতো,	
garora,	গরররা,	গারোরা,	
alsaar,	আলসার,	আলসার,	
faskari,	ফাস্কারী,	ফাঁসকারী,	
peerry,	পেয়ির,	পেরি,	
romancha,	রোমাঞ্চ,	রোমাঞ্চ,	
klauda,	ক্লাওড,	ক্লাউড,	
omarjeeto,	অমর্জিত,	অমার্জিত,	
panchashjon,	পঞ্চাশন,	পঞ্চাশজন,	
seektara,	শিক্টার,	সেক্টর,	
sawam,	সোম,	সাওম,	
pratistha,	প্রতিষ্ঠ,	প্রতিষ্টা,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
rigthter,	রিগটের,	রাইটের,	
azaadeer,	আযাদির,	আজাদীর,	
superheror,	সুপারের,	সুপারহিরোর,	
koommatei,	কমাটেই,	কমাতেই,	
unitgulo,	ইউনিগগুলো,	ইউনিটগুলো,	
dhila,	ঢিলা,	ঢিলা,	
hugeke,	হুগেকে,	হিউজকে,	
baaik,	বাইক,	বাইক,	
bivonno,	বিভন্য,	বিভন্ন,	
sausage,	সৌশগে,	সসেজ,	
modelti,	মডললটি,	মডেলটি,	
jibanta,	জীবন্ত,	জীবন্ত,	
sumi,	সুমি,	সুমি,	
kartam,	করততম,	করতাম,	
roopdan,	রূপদন,	রুপদান,	
benke,	বেনকে,	বেঁকে,	
oncolsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
tader,	তাদের,	তদের,	
paikar,	পাইকার,	পাইকার,	
darjiling,	দার্জিলিং,	দার্জিলিং,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
khelechen,	খেলেছেন,	খেলেছেন,	
iranayer,	ইরানের,	ইরানের,	
konorup,	কোনরূপ,	কোনরূপ,	
deejeejer,	ডিজিজের,	ডিজিজের,	
chorbon,	চর্বন,	চর্বন,	
ameerica,	অমেরিকা,	আমেরিকা,	
shadena,	সাডেন,	সাডেন,	
shrabasti,	শ্রবস্তি,	শ্রাবস্তী,	
palteche,	পালেছে,	পাল্টেছে,	
shaahocharje,	সাহাচার্যে,	সাহচর্যে,	
ashamorthito,	অসমর্থিত,	অসমর্থিত,	
shoreefer,	শরীফের,	শরিফের,	
vageryi,	ভাগেরই,	ভাগেরই,	
quary,	কোয়ারি,	কোয়েরি,	
bijito,	বিজিত,	বিজিত,	
kata,	কাট,	কোটা,	
goojober,	গুজবের,	গুজবের,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
jonmaat,	জন্মাত,	জন্মাত,	
dhhaaloor,	ঢালুর,	ঢালুর,	
iraner,	ইরানের,	ইরানের,	
dolguloo,	দলগুলো,	দলগুলোও,	
goodamjato,	গুদমজাত,	গুদামজাত,	
hiiragana,	হিরগন,	হিরাগানা,	
pleeto,	প্লেইট,	প্লেটো,	
daktickete,	ডাক্তিকেতে,	ডাকটিকিটে,	
chhutee,	ছুটি,	ছুটি,	
praman,	প্রমাণ,	প্রমান,	
poromartho,	পরমার্থ,	পরমার্থ,	
nations,	নেটিয়ান্স,	নেশনস,	
coner,	কানের,	কনের,	
jaksa,	যক্স,	যক্ষ,	
bagicha,	বাগিছ,	বাগিচা,	
bupher,	বাফের,	বাফার,	
eenjeel,	এঞ্জেল,	ইঞ্জিল,	
domonmulok,	দমন্ূলক,	দমনমূলক,	
economeeks,	ইকোনমিক্স,	ইকোনমিকস,	
brookoleen,	ব্রুকলীন,	ব্রুকলিন,	
zuboke,	যুবকে,	যুবকে,	
teknokryat,	টেকনাক্রাট,	টেকনোক্র্যাট,	
drishyoke,	দৃশ্যকে,	দৃশ্যকে,	
shorting,	শর্টিং,	সর্টিং,	
ancholke,	আঞ্চলকে,	অঞ্চলকে,	
japaanira,	জাপানীরা,	জাপানিরা,	
deeliveer,	দিলিভের,	ডেলিভার,	
janosangyog,	জনসংখ্যগ,	জনসংযোগ,	
chhooti,	ছুটি,	ছুটি,	
myathious,	ম্যাথিউস,	ম্যাথিউস,	
akhaate,	আখাতে,	একহাতে,	
nariikeyi,	নারীকেই,	নারীকেই,	
muhammad,	মুহম্মাদ,	মুহম্মদ,	
ghese,	ঘেষে,	ঘেঁষে,	
definition,	ডেফিনিটন,	ডেফিনেশন,	
laabonii,	লাবণী,	লাবনী,	
pravritike,	প্রভৃতিকে,	প্রভৃতিকে,	
choudhoorider,	চৌধুরিদের,	চৌধুরীদের,	
edipass,	এডিপাস,	ইডিপাস,	
shikshakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
jwar,	জ্যার,	জ্বর,	
tanoo,	তানু,	তনু,	
ghurechen,	ঘুরেছেন,	ঘুরেছেন,	
sqolastiq,	স্কলাাস্টিক,	স্কলাস্টিক,	
dey,	দে,	ডে,	
shoreef,	শরীফ,	শরিফ,	
jonmato,	জন্মাত,	জন্মাত,	
ajibooner,	অজিবনের,	আজীবনের,	
alsara,	আলসার,	আলসার,	
prapoker,	প্রাপকের,	প্রাপকের,	
admiral,	অ্যাডমিরাল,	এডমিরাল,	
catholic,	কথলিক,	ক্যাথলিক,	
haitasha,	হইতাশ,	হাইটস,	
tuni,	টুউনি,	টুনি,	
stoneeheengee,	স্থনিীহী,	স্টোনহেঞ্জ,	
garnaar,	গার্নার,	গার্নার,	
nitikatha,	নীতিকথ,	নীতিকথা,	
cloud,	ক্লাড,	ক্লাউড,	
larson,	লার্সন,	লারসন,	
joneetey,	জনিতে,	যোনীতে,	
istara,	ইস্তার,	ইস্টার,	
bhabna,	ভাবনা,	ভাবনা,	
gabhaskar,	গভষ্কর,	গাভাস্কার,	
hebhee,	হেভি,	হেভি,	
bishshaashi,	বিশ্বাসী,	বিশ্বাসই,	
hajeerhatt,	হাজিরহাট,	হাজিরহাট,	
baabul,	বাবুল,	বাবুল,	
pat,	পাত,	পেত,	
gostheeti,	গোষ্ঠীটি,	গোষ্ঠীটি,	
pisach,	পিশাচ,	পিশাচ,	
groth,	গ্রথ,	গ্রোথ,	
sahosikotaar,	সহশিকতার,	সাহসিকতার,	
olongkoron,	অলঙ্করণ,	অলঙ্করণ,	
bodhir,	বধির,	বধির,	
digreer,	ডিগ্রীর,	ডিগ্রির,	
bedke,	বেদকে,	বেদকে,	
ganoporibohon,	গণপরিণ,	গণপরিবহন,	
puroheetke,	পুরহিতকে,	পুরোহিতকে,	
nesanasa,	নেশনস,	নেশনস,	
sithilotar,	সিথিলতার,	শিথিলতার,	
ghaghat,	ঘাঘট,	ঘাঘট,	
mukhabandha,	মুখবন্ধ,	মুখবন্ধ,	
spashtotai,	স্পাস্ততাই,	স্পষ্টতই,	
alpoi,	অলপপই,	অল্পই,	
alngkoron,	অলঙ্কন,	অলঙ্করণ,	
bim,	বিম,	বীম,	
charzara,	চার্জার,	চার্জার,	
trup,	ট্রুপ,	ট্রুপ,	
temontee,	তেমনটি,	তেমনটি,	
prokalpaguli,	প্রকাপগুলি,	প্রকল্পগুলি,	
stane,	স্ট্যানে,	স্টোন,	
ojuhat,	অজুহাত,	অজুহাত,	
pachchi,	পাচচি,	পাচ্ছি,	
onodhikaar,	অনধধিকার,	অনধিকার,	
dormitory,	ডরমিটরি,	ডরমিটরি,	
abadamaner,	অবাদনের,	অবদমনের,	
jacksan,	জক্সন,	জ্যাকসন,	
aaireshe,	আইরেশে,	আইরেসে,	
mitre,	মিইট্রে,	মিত্র,	
through,	থ্রাউ,	থ্রু,	
barbe,	বর্বে,	বাড়বে,	
ogradut,	অগ্রদুত,	অগ্রদূত,	
bishshash,	বিশ্বাস,	বিশ্বাস,	
sahakari,	সহকারী,	সহকারী,	
suparharo,	সুপারহর,	সুপারহিরো,	
chabir,	ছবির,	চাবির,	
nischitabhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
phaksa,	ফাক্স,	ফক্স,	
chaalaabi,	চালাবি,	চালাবে,	
atwabishvashi,	অত্মবিবাসী,	আত্মবিশ্বাসী,	
shaahocharjo,	সাহাচর্য,	সাহচর্য,	
shikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
cholo,	চল,	চলো,	
spredashita,	স্প্রেসাসিট,	স্প্রেডশীট,	
barnis,	বার্নিস,	বার্নিশ,	
aairese,	আইরেশে,	আইরেসে,	
potengar,	পটেে্গার,	পতেঙ্গার,	
falashrutite,	ফলস্্রুতিতে,	ফলশ্রুতিতে,	
sikkhagata,	শিক্ষাতা,	শিক্ষাগত,	
nirontar,	নিরন্তর,	নিরন্তর,	
aaziz,	আজিজ,	আজিজ,	
chedropothe,	চেদ্রপথে,	ছিদ্রপথে,	
sikha,	শিখ,	শিখ,	
gejeted,	গেজেটেড,	গেজেটেড,	
shhooter,	শুটের,	শ্যুটার,	
sherup,	শেরুপ,	সেরূপ,	
pravur,	প্রভূর,	প্রভুর,	
gabhaaskaar,	গভভাসকর,	গাভাস্কার,	
siddhantogulo,	সিদ্ধান্গগুলো,	সিদ্ধান্তগুলো,	
salil,	সালিল,	সলিল,	
she,	সে,	সে,	
aidii,	আদি,	আইডিই,	
zoonite,	জুনিতে,	যোনীতে,	
maradeha,	মারাদেহ,	মরদেহ,	
jesthaa,	জেস্ঠা,	জ্যেষ্ঠা,	
plen,	প্লেন,	প্লেন,	
nartakike,	নার্তকীকে,	নর্তকীকে,	
porobortii,	পরবর্তী,	পরর্বতী,	
drishyotir,	দৃশ্যটির,	দৃশ্যটির,	
bharma,	ভার্ম,	ভার্মা,	
eekbalke,	একবালকে,	ইকবালকে,	
deep,	ডিপ,	দীপ,	
sthapanatir,	স্থাপনাটির,	স্থাপনাটির,	
masharraf,	মাশাররফ,	মশাররফ,	
dorjee,	দরজী,	দরজি,	
laiseens,	লেইনিস্স,	লাইসেন্স,	
jinsa,	জিন্সা,	জিন্স,	
jeellul,	জিলুল,	জিল্লুল,	
nishader,	নিশদের,	নিষাদের,	
messengerer,	মেসেঞ্জারের,	মেসেঞ্জারের,	
charchita,	চার্চিট,	চর্চিত,	
swosti,	স্বস্তি,	স্বস্তি,	
kyamone,	ক্যামনে,	কেমনে,	
ghetoo,	ঘেটু,	ঘেটু,	
palbongsher,	পাবলংশের,	পালবংশের,	
firozer,	ফিরজের,	ফিরোজের,	
udvabane,	উদ্ববানে,	উদ্ভাবনে,	
sinakey,	সিনাকে,	সিনাকে,	
bodhirata,	বধিরতা,	বধিরতা,	
township,	তাউন্বিপ,	টাউনশিপ,	
gandhir,	গান্ধির,	গান্ধীর,	
gaze,	গেজে,	গেজ,	
nischitobhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
kharar,	খারার,	খরার,	
daaradaa,	দারাদা,	দারদা,	
poste,	পোস্টে,	পোষ্টে,	
chikittsar,	চিকিৎসার,	চিকিত্সার,	
donata,	দোনতা,	ডোনাট,	
crime,	ক্রিমে,	ক্রাইম,	
dhrubaker,	ধ্রুবকের,	ধ্রুবকের,	
booponer,	বুপনের,	বপনের,	
chhootee,	ছুটি,	ছুটি,	
deebug,	দিবুগ,	ডিবাগ,	
drissoteer,	দৃশ্যটির,	দৃশ্যটির,	
jonomukhi,	জনমুখী,	জনমুখী,	
qibord,	কিইবোর্ড,	কীবোর্ড,	
shtone,	স্টনে,	স্টোন,	
arjara,	অর্জার,	আর্যরা,	
gobeshana,	গবেষণা,	গবেষনা,	
bhittow,	ভিত্বও,	ভিত্তিও,	
balokarak,	বালকারক,	বলকারক,	
sookumari,	সুকুমারি,	সুকুমারী,	
america,	অমেরিকা,	আমেরিকা,	
lompot,	লম্পট,	লম্পট,	
ansareer,	আনসারীর,	আনসারীর,	
siit,	সীট,	শীত,	
cholocchitreo,	চলচিত্রে,	চলচ্চিত্রেও,	
soheensotar,	সহিন্াতার,	সহিংসতার,	
shaattoki,	সাত্যকি,	সাত্যকি,	
jaj,	জাজ,	জাজ,	
monohor,	মনোহর,	মনোহর,	
elaakaao,	এলাকাও,	এলাকাও,	
jamjomat,	যামজমাত,	জমজমাট,	
srichoitonyodeb,	শ্রীচৈতন্ববেদে,	শ্রীচৈতন্যদেব,	
ajibon,	অজিবন,	আজীবন,	
shorsha,	শর্ষ,	সোর্স,	
oindrila,	আইন্ড্রাল,	ঐন্দ্রিলা,	
ghatiti,	ঘটিটি,	ঘাঁটিটি,	
ancholgulir,	আঞ্চলগুলির,	অঞ্চলগুলির,	
rabe,	রবে,	রবে,	
uinndo,	উইন্ডো,	উইন্ডো,	
abhishangson,	অভিশাংশন,	অভিশংসন,	
estonia,	এস্টোনিয়া,	এস্তোনিয়া,	
itastatah,	ইতাস্ততা,	ইতস্ততঃ,	
mohasova,	মহাসভা,	মহাসভা,	
shoreefpur,	শরীপপুর,	শরিফপুর,	
krantee,	ক্রানটি,	ক্রান্তি,	
basake,	বসাকে,	বাসাকে,	
teunar,	টাউনার,	টিউনার,	
arkimidish,	আর্কিমিস,	আর্কিমিডিস,	
byatikramdharmi,	ব্যতিকর্মমী,	ব্যতিক্রমধর্মী,	
