juktarashtrasaha,	যুক্তরাস্ট্রসহ,	যুক্তরাষ্ট্রসহ,	
segulo,	সেগুলো,	সেগুলো,	
chalkee,	চলকি,	চালকে,	
carpetey,	কার্পেতে,	কার্পেটে,	
rokibul,	রকিবুল,	রকিবুল,	
eenjil,	এঞ্জেল,	ইঞ্জিল,	
awrbit,	অর্বিত,	অরবিট,	
licenshe,	লিইন্সে,	লাইসেন্স,	
drishi,	দৃশি,	দৃশ্যই,	
sepha,	সেফ,	শেফ,	
suparahiroo,	সুপাহিরা,	সুপারহিরো,	
ganosochetonota,	গণসনচততনা,	গণসচেতনতা,	
title,	টিই,	টাইটেল,	
injiniyarim,	ইনজিনিয়ারিং,	ইঞ্জিনিয়ারিং,	
sotorkotar,	সর্তকতার,	সতর্কতার,	
phiqsa,	ফিক্স,	ফিক্স,	
graambashi,	গ্রামবাসী,	গ্রামবাসী,	
shikkhakbrinda,	শিক্ষাকৃন্দ,	শিক্ষকবৃন্দ,	
sures,	সুরেশ,	সুরেশ,	
bosstonto,	বস্তন্ত,	বসন্ত,	
bonaa,	বোনা,	বোনা,	
sambhabonao,	সম্ভাবনও,	সম্ভবনাও,	
shomratder,	সম্তরদের,	সম্রাটদের,	
jonser,	জনসের,	জোন্সের,	
dakshinangsha,	দক্ষিণাংশ,	দক্ষিণাংশ,	
mayily,	মেইলি,	মাইলি,	
samle,	সামলে,	সামলে,	
mondope,	মন্ডপে,	মন্ডপে,	
saajanor,	সাজানোর,	সাজানোর,	
asirbad,	আশীর্বাদ,	আশির্বাদ,	
dhhaby,	ঢাবি,	ঢাবি,	
taruner,	তরুণের,	তরুণের,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
janoganonar,	জনগননার,	জনগণনার,	
bazaareo,	বাজারেও,	বাজারেও,	
udbodhonee,	উদ্বধ্বনী,	উদ্বোধনী,	
jakser,	যক্ষের,	যক্ষের,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
jemi,	জেমি,	জেমি,	
byabostha,	ব্যবস্থা,	ব্যাবস্থা,	
liceensing,	লিলেন্সিং,	লাইসেন্সিং,	
cholochchitreo,	চলচচিত্রে,	চলচ্চিত্রেও,	
bedanto,	বেদন্ত,	বেদান্ত,	
daakope,	ডাকপে,	দাকোপ,	
berubar,	বিরুবার,	বেরুবার,	
lampat,	ল্যাম্পাত,	লম্পট,	
ghaghot,	ঘাঘাত,	ঘাঘট,	
tukroti,	তুকরতি,	টুকরোটি,	
seektara,	সেক্তার,	সেক্টর,	
noitik,	নৈতিক,	নৈতিক,	
udeechee,	উদিচি,	উদীচী,	
botgach,	বগগাচ,	বটগাছ,	
jyotsna,	জ্যাতসান,	জ্যোৎস্না,	
version,	ভার্সন,	ভারশন,	
dhanche,	ঢাঁচে,	ধাঁচে,	
gauge,	গাগে,	গেজ,	
ujbekistan,	উজবেকিস্তান,	উজবেকিস্তান,	
fal,	ফল,	ফল,	
konflict,	কনফিলিক্ট,	কনফ্লিক্ট,	
bosonte,	বসন্তে,	বসন্তে,	
gaze,	গেজে,	গেজ,	
aieesha,	আইএস,	আইএএস,	
sabche,	সবচে,	সবচে,	
inashtyanta,	ইনস্টায়ান্ট,	ইনস্ট্যান্ট,	
germanyteo,	জার্মানিতেও,	জার্মানিতেও,	
jaater,	জাতের,	জাতের,	
vageroi,	ভাগেরই,	ভাগেরই,	
nartaki,	নার্তাকি,	নর্তকী,	
thetcher,	থ্যাচের,	থ্যাচার,	
anhu,	অনু,	আনহু,	
dhoorer,	ধরের,	ধরের,	
zins,	জিন্স,	জিন্স,	
gezeted,	জেজেটেড,	গেজেটেড,	
aakabaar,	আকাবার,	আকাবার,	
shlok,	শ্লক,	শ্লোক,	
panctaar,	প্যাংকর,	পাঁচটার,	
neemitto,	নিমিত্য,	নিমিত্ত,	
prodiiper,	প্রদ্রীপের,	প্রদীপের,	
teenage,	টেনেগে,	টিনেজ,	
rajtantre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
somoodrotote,	সমুদ্রততে,	সমুদ্রতটে,	
shikhbey,	শিখবে,	শিখবে,	
bonnopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
bildara,	বিল্ডার,	বিল্ডার,	
dhoka,	ঢোকা,	ধোঁকা,	
sossar,	সসার,	সকার,	
serverer,	সার্ভারের,	সার্ভারের,	
sazanor,	সাজানোর,	সাজানোর,	
qingdom,	কিং্ডম,	কিংডম,	
godamjato,	গদমাজত,	গুদামজাত,	
dokaangoolote,	দোকানগুলোতে,	দোকানগুলোতে,	
spredsheet,	স্প্রেডসিট,	স্প্রেডশীট,	
yucalyptush,	ইউক্যালিপাাস,	ইউক্যালিপ্টাস,	
tyapa,	ট্যাপ,	ট্যাপ,	
engrejer,	ইংরেজের,	ইংরেজের,	
yoneetey,	যোনিতে,	যোনীতে,	
byaran,	ব্যারন,	ব্যারন,	
paaree,	পারী,	পাড়ে,	
hundai,	হান্ডাই,	হুন্দাই,	
motar,	মোতর,	মুতার,	
napper,	নাপার,	ন্যাপের,	
kormoi,	কর্মই,	কর্মই,	
monohor,	মনোহর,	মনোহর,	
maailey,	মাইলে,	মাইলে,	
tochnochh,	টনচন,	তছনছ,	
muchir,	মুচির,	মুচির,	
gasthii,	গাষ্ঠী,	গোষ্ঠীই,	
boron,	বরণ,	বোরন,	
paree,	পারী,	পাড়ে,	
karmapantha,	কর্মপন্থ,	কর্মপন্থা,	
obosane,	অবসনে,	অবসানে,	
vejaano,	ভেজানো,	ভেজানো,	
kaamla,	কালমা,	কামলা,	
gabeshana,	গবেষণা,	গবেষনা,	
babna,	বাণ্ব,	বাবনা,	
parishram,	পরিশ্রাম,	পরিশ্রম,	
parichchhannata,	পরিচ্ছান্নতা,	পরিচ্ছন্নতা,	
rijoor,	রিজুর,	রিজুর,	
shochindro,	শচীন্দ্র,	শচীন্দ্র,	
phutbolarder,	ফুটবললের,	ফুটবলারদের,	
naitikatavodh,	নাতিতাযাদাব,	নৈতিকতাবোধ,	
militari,	মিলিটারি,	মিলিটারি,	
inasiyinta,	ইননিজ়েন্ট,	এনসিয়েন্ট,	
fansi,	ফাঁসি,	ফাঁসী,	
nutaner,	নুটানের,	নূতনের,	
akritakarjo,	অকৃতকরাজ্য,	অকৃতকার্য,	
thakey,	থাকে,	থাকে,	
apachesta,	অপচেষ্টা,	অপচেষ্টা,	
holdin,	হললিন,	হোল্ডিং,	
haipara,	হাইপার,	হাইপার,	
ustaad,	আস্টাদ,	উস্তাদ,	
infarmatian,	ইনফর্মেশন,	ইনফরমেশন,	
choudhurider,	চৌধুরিদের,	চৌধুরীদের,	
difinishhion,	ডিফিনিশন,	ডেফিনেশন,	
sushukkhar,	সুশুখ্ষের,	সুশিক্ষার,	
sorjur,	সর্জুর,	সরযূর,	
bostubad,	বস্তুবাদ,	বস্তুবাদ,	
naazee,	নাজী,	নাত্সি,	
chalo,	চাল,	চলো,	
prapoker,	প্রাপকের,	প্রাপকের,	
taap,	তাপ,	ট্যাপ,	
kromo,	ক্রম,	ক্রম,	
kar,	কার,	কর,	
akla,	আকল,	একলা,	
beshirvagyi,	বেশিরভাগই,	বেশিরভাগই,	
gorer,	গরের,	গোরের,	
oorgho,	অর্ঘ,	অর্ঘ্য,	
deobonde,	দেবন্দে,	দেওবন্দে,	
noveel,	নোভেল,	নভেল,	
sawom,	সাওয়াম,	সাওম,	
parishkaron,	পরিষ্কারণ,	পরিষ্করণ,	
uddhriti,	উদ্ধ্রিতি,	উদ্ধৃতি,	
prokolpogulo,	প্রকলপপুলো,	প্রকল্পগুলো,	
eksapresana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
niketaner,	নিকেতনের,	নিকেতনের,	
qaferderkey,	কফেরদেরকে,	কাফেরদেরকে,	
dimbakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
manushsoho,	মানুষসহ,	মানুষসহ,	
monhputo,	মন্পুত,	মনঃপুত,	
ancholtikey,	আঞ্চলটিকে,	অঞ্চলটিকে,	
konphlict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
conserwation,	কনসারেশন,	কনসারভেশন,	
superheroo,	সুপারহারও,	সুপারহিরো,	
obosan,	অবসন,	অবসান,	
besirbhaagi,	বেশিরভাগই,	বেশিরভাগই,	
karadande,	কারাদন্ডে,	কারাদণ্ডে,	
sikare,	শিকারে,	শিকারে,	
shoo,	শু,	শো,	
mohit,	মহিত,	মুহিত,	
janamukhi,	জননুমখী,	জনমুখী,	
probhura,	প্রভূরা,	প্রভুরা,	
gonjona,	গঞ্জনা,	গঞ্জনা,	
vabna,	ভবনা,	ভাবনা,	
iceberg,	এসবার্গ,	আইসবার্গ,	
senabahineekey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
vabnake,	ভব্নকে,	ভাবনাকে,	
lambate,	লামববতে,	লম্বাটে,	
juboksaho,	যুবকসহ,	যুবকসহ,	
estonia,	এস্টোনিয়া,	এস্তোনিয়া,	
metropoliton,	মেট্রোপোলেটন,	মেট্রোপলিটন,	
hisabke,	হিসাবকে,	হিসাবকে,	
streegon,	স্ত্রীগণ,	স্ত্রীগণ,	
gunze,	গুঞ্জে,	গুঁজে,	
scholastik,	স্কোলাস্টিক,	স্কলাস্টিক,	
harees,	হারিস,	হ্যারিস,	
karlasa,	কার্লস,	কার্লোস,	
superhera,	সুপারহারা,	সুপারহিরো,	
grauth,	গ্রাথ,	গ্রোথ,	
stonehenj,	স্টোনেনহেজ,	স্টোনহেঞ্জ,	
koordira,	কুর্দিরা,	কুর্দিরা,	
sachetonvabe,	সাচেতনভাবে,	সচেতনভাবে,	
daacktickete,	ডাক্টিকেটে,	ডাকটিকিটে,	
shamook,	শামুক,	শামুক,	
kyashpar,	ক্যাশপার,	ক্যাসপার,	
gaje,	গেজে,	গেজ,	
jarmaniteo,	জার্মানিতেও,	জার্মানিতেও,	
kartam,	কর্তম,	করতাম,	
thelyanda,	টাইল্যান্ড,	থাইল্যান্ড,	
olympicer,	অলিম্পিকের,	অলিম্পিকের,	
shringa,	শ্রিঙ্গ,	শৃঙ্গ,	
obosore,	অবসরে,	অবসরে,	
halloween,	হাযালোইয়েন,	হ্যালোইন,	
xpose,	একসিও,	এক্সপোজ,	
sohopatheekey,	সহপাঠিকে,	সহপাঠীকে,	
chandrima,	চন্দ্রীমা,	চন্দ্রিমা,	
dhila,	ঢিলা,	ঢিলা,	
pravura,	প্রভূরা,	প্রভুরা,	
trenda,	ট্রেন্ড,	ট্রেন্ড,	
chaalta,	চালত,	চালতা,	
kheley,	খেলে,	খেলে,	
rajbandir,	রাজবন্দীর,	রাজবন্দীর,	
mosjidti,	মস্জিদ্তি,	মসজিদটি,	
pirujali,	পিরোজালি,	পিরুজালী,	
gonona,	গণনা,	গননা,	
antarctikar,	আন্তর্কটিকার,	অ্যান্টার্কটিকার,	
nikel,	নিকেল,	নিকেল,	
aajij,	আজিজ,	আজিজ,	
shreechoitonyodeb,	শ্রীচৈতনাদ্যে,	শ্রীচৈতন্যদেব,	
azimpur,	আজিমপুর,	আজিমপুর,	
dharabhiko,	ধারাভিক,	ধারাবাহিকেও,	
jyakasana,	জ্যাকসন,	জ্যাকসন,	
laiceensee,	লাইন্সি,	লাইসেন্স,	
dephinesana,	ডেফিনেশন,	ডেফিনেশন,	
balokarok,	বালককারক,	বলকারক,	
khatgosher,	খাতগোষের,	খরগোসের,	
surarop,	সুরারপ,	সুরারোপ,	
hoeel,	হইল,	হইল,	
muzibur,	মুজিবর,	মুজিবুর,	
kayartara,	কায়ার্টার,	কোয়ার্টার,	
probesher,	প্রবেশের,	প্রবেশের,	
haajarer,	হাজারের,	হাজারের,	
uzbekistan,	উজবেকিস্তান,	উজবেকিস্তান,	
chhotogolper,	ছোটোগলপের,	ছোটগল্পের,	
baieq,	ব্যাক,	বাইক,	
krej,	ক্র্যাজ,	ক্রেজ,	
koreempur,	করিমপুর,	করিমপুর,	
beshirbhaagi,	বেশিরভাগই,	বেশিরভাগই,	
aarke,	আরকে,	আরকে,	
shaajaanor,	শাজানোর,	সাজানোর,	
pleney,	প্লেনে,	প্লেনে,	
chalaabi,	চালাবি,	চালাবে,	
abheegomon,	অভিগমন,	অভিগমন,	
matrirup,	মাতৃরুপ,	মাতৃরূপ,	
potcheetrer,	পটচচত্রের,	পটচিত্রের,	
erina,	এরিন,	এরিনা,	
plato,	প্লট,	প্লেটো,	
milekhaanek,	মিলেখনক,	মাইলখানেক,	
somraatraa,	সম্রাত্রা,	সম্রাটরা,	
hiragaana,	হিরাগানা,	হিরাগানা,	
agomoney,	আগমনে,	আগমনে,	
gonohottar,	গণহোত্তর,	গণহত্যার,	
pubancholer,	পুবাঞ্চলের,	পূর্বাঞ্চলের,	
