choudhureeo,	চৌধুরিও,	চৌধুরীও,	
basaake,	বাসাকে,	বাসাকে,	
robe,	রবে,	রবে,	
songbadmadhyome,	সংবাদাম্যমে,	সংবাদমাধ্যমে,	
okhondota,	অখন্ডতা,	অখণ্ডতা,	
durger,	দূগের,	দুর্গের,	
oshthad,	অষ্ঠাদ,	ওস্তাদ,	
madrasar,	মাদরাসার,	মাদ্রাসার,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
embeda,	এমববেদ,	এম্বেড,	
hyaloyin,	হ্যালোন,	হ্যালোইন,	
dee,	ডে,	ডে,	
toranganj,	তরাাঞ্,	তোরাবগঞ্জ,	
elaakaatike,	এলাকাতিকে,	এলাকাটিকে,	
zeebonjaapon,	জীবনজ্জাপন,	জীবনযাপন,	
codeguli,	কডদেগুলি,	কোডগুলি,	
chhutochhooti,	ছুটোচুটি,	ছুটোছুটি,	
tanoo,	তানু,	তনু,	
jonee,	যোনি,	জনি,	
jackshon,	জেক্ষন,	জ্যাকসন,	
afjal,	আফজাল,	আফজল,	
muscut,	মুসকুট,	মাস্কাট,	
heelse,	হিলসে,	হিলসে,	
sossa,	সসায,	শশা,	
bhalapuka,	ভালাপুকা,	ভোলাপুক,	
muladi,	মুলাদী,	মুলাদি,	
rohosyor,	রহস্র,	রহস্যর,	
otorkeitey,	অতোরকাতেই,	অতর্কিতে,	
ekkoghore,	এককররে,	একঘরে,	
mitrader,	মিত্রদের,	মিত্রদের,	
gonohottar,	গণহত্তর,	গণহত্যার,	
jaater,	যাতের,	জাতের,	
samavesh,	সমাভেষ,	সমাবেশ,	
dosheeder,	দশীীের,	দোষীদের,	
transformaarer,	ট্রান্সপোর্ের,	ট্রান্সফরমারের,	
ajij,	অজিজ,	আজিজ,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
komtee,	কমটি,	কমতি,	
dharer,	ধারের,	ধরের,	
jerokom,	জেরকম,	যেরকম,	
byabaharkareeke,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
soundarja,	সৌন্দর্য্,	সৌর্ন্দয্য,	
adhyattikota,	অধ্যাতিকতা,	আধ্যাত্মিকতা,	
beeswasoo,	বিশ্বাসও,	বিশ্বাসও,	
saseja,	সাসেজ,	সসেজ,	
aakkas,	আককাাস,	আককাস,	
hurricanee,	হিরিকানি,	হ্যারিকেন,	
sudrishya,	সুদৃশ্য,	সুদৃশ্য,	
bishnuke,	বিষ্ণুকেে,	বিষ্ণুকে,	
muhammad,	মুহাম্মদ,	মুহম্মদ,	
gheshei,	ঘেষেই,	ঘেঁষেই,	
koreem,	করিম,	করিম,	
shikhbey,	শিখবে,	শিখবে,	
obharbhiu,	অভার্ভি,	ওভারভিউ,	
drishi,	দৃষ্যি,	দৃশ্যই,	
pracharanamulak,	প্রাারণামূলক,	প্রচারণামূলক,	
sumo,	সুমো,	সুমো,	
deeputy,	দিপুতি,	ডেপুটি,	
creedit,	ক্রিডট,	ক্রেডিট,	
nirbahe,	নির্বাহে,	নির্বাহে,	
patjat,	পাজজ,	পাটজাত,	
nirmankaaj,	নির্মাণকক,	নির্মাণকাজ,	
byatarii,	ব্যাটারী,	ব্যাটারী,	
hastantar,	হাস্তন্ত্র,	হস্তান্তর,	
probhu,	প্রভূ,	প্রভু,	
ustaad,	উষ্তাদ,	উস্তাদ,	
tarun,	তারুণ,	তরুন,	
khur,	খুরূর,	ক্ষুর,	
muhamada,	মুহমাদ,	মুহাম্মদ,	
khodeja,	খোদেজা,	খোদেজা,	
ched,	চেদ,	ছেদ,	
turkameena,	তুর্কমীনা,	তুর্কমেন,	
probhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
towraat,	তোরাত,	তওরাত,	
hamasa,	হোমসস,	হোমস,	
bipradas,	বিপ্রদাশ,	বিপ্রদাস,	
asbab,	আশবাব,	আসবাব,	
haipara,	হাইপার,	হাইপার,	
inapharameeshana,	ইনফা্মেশন,	ইনফরমেশন,	
vittiteo,	ভিত্তিওেও,	ভিত্তিতেও,	
fanda,	ফা্্,	ফান্ড,	
atyacarito,	অত্যাকিরর,	অত্যাচারিত,	
ishahak,	ইসহাকক,	ইসাহাক,	
abheedhaaner,	অভিধানের,	অভিধানের,	
probhritir,	প্রভৃতির,	প্রভৃতির,	
madhyastha,	মধ্যস্থ,	মধ্যস্থ,	
ateetkaale,	অতীতকালে,	অতীতকালে,	
shilbar,	সিলবার,	সিলভার,	
elaakao,	এলাকাও,	এলাকাও,	
baasaate,	বাসাতে,	বাসাতে,	
dadader,	দাদাদের,	দাদাদের,	
duburira,	দুবীরীরা,	ডুবুরিরা,	
emergenci,	এমেরজেন্সি,	এমার্জেন্সি,	
janoikaa,	জানিকা,	জনৈকা,	
bollov,	বলল,	বল্লভ,	
reejideens,	রেজিডেন্স,	রেসিডেন্স,	
telaakucha,	টেলাকুচা,	তেলাকুচা,	
devolapar,	ডেভলপপপার,	ডেভলপার,	
ishpredshhiit,	এস্প্রেশিট,	স্প্রেডশীট,	
gandhio,	গন্ধি,	গান্ধীও,	
gujaber,	গুজবের,	গুজবের,	
orbeet,	অরবিত,	অরবিট,	
arthonitike,	অর্থনীতেক,	অর্থনীতিকে,	
hoondayi,	হুনডডা,	হুন্দাই,	
tourisht,	টোরিস্,	টুরিস্ট,	
fuzz,	ফুউজ,	ফাজ,	
abheedhaneeck,	অভিধানিক,	অভিধানিক,	
idipas,	এডিপাস,	ইডিপাস,	
shpreadshheet,	স্পৃরদাসটত,	স্প্রেডশীট,	
chapol,	চাপল,	চপল,	
goolen,	গুলেন,	গুলেন,	
dabarer,	দাবেররর,	দাবারের,	
mooldoova,	মুলদুবওা,	মলদোভা,	
nirontar,	নিরন্তরর,	নিরন্তর,	
clintoner,	ক্লিন্টনের,	ক্লিনটনের,	
debete,	দেবেতে,	ডিবেট,	
sahoocorzo,	সহুর্চ্য,	সাহচর্য,	
koomarir,	কুমারির,	কুমারীর,	
daale,	ডালে,	ডালে,	
aakabaar,	আকাবার,	আকাবার,	
laisensim,	লাইনসাইম,	লাইসেন্সিং,	
jeeni,	জিনী,	যিনি,	
saarbhare,	সারভারে,	সার্ভারে,	
paira,	পায়া,	পাইরা,	
khoor,	খুরুর,	ক্ষুর,	
thanvee,	ঠানভী,	থানভী,	
karmakandeo,	কর্মকান্ডেও,	কর্মকাণ্ডেও,	
nathivukto,	নথিভুক্ত,	নথিভুক্ত,	
thakani,	ঠাকানী,	থাকেনি,	
chalachchitro,	চলচিত্র,	চলচ্চিত্র,	
prashikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
locker,	লকেে,	লকের,	
somraat,	সমরাত,	সম্রাট,	
chutite,	চুটিতে,	ছুটিতে,	
suparahiro,	সুপাাহীর,	সুপারহিরো,	
daakten,	ডাকতেন,	ডাকতেন,	
bed,	বেড,	বেদ,	
rajtantrake,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
karaa,	কারা,	কারো,	
ankush,	অনকুুষ,	অংকুশ,	
ostheesandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
babylon,	বেবিলন,	ব্যাবিলন,	
grotha,	গ্রা,	গ্রোথ,	
akkas,	এককাশ,	আককাস,	
sahozlabhbhotar,	সহজ্লভাতার,	সহজলভ্যতার,	
ovishangsan,	অভিশংসা,	অভিশংসন,	
shringa,	শৃরীং,	শৃঙ্গ,	
muchi,	মুচি,	মুচি,	
pra,	প্রে,	প্রো,	
dhaanche,	ধাঁচে,	ধাঁচে,	
kolahol,	কলালহ,	কোলাহল,	
voolapuk,	ভূলাপুক,	ভোলাপুক,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
peterkey,	পেতেরকে,	পিটারকে,	
sikkhagoto,	শিক্ষাতত,	শিক্ষাগত,	
meeting,	মেটিং,	মিটিং,	
ghantiti,	ঘননটিতি,	ঘাঁটিটি,	
helloin,	হেলোনন,	হ্যালোইন,	
giitikobita,	গীতিকভিতা,	গীতিকবিতা,	
bbiswasho,	বিশ্বাস,	বিশ্বাসও,	
chaaka,	চাকা,	চাকা,	
thanvi,	ঠান্ী,	থানভী,	
ivil,	এভিল,	ইভিল,	
daacktickete,	ডাক্তিকেটে,	ডাকটিকিটে,	
shnaipara,	স্নাপার,	স্নাইপার,	
makhmale,	মাখমালে,	মখমলে,	
orunima,	অরুনীমা,	অরুণিমা,	
sausage,	সাসাে,	সসেজ,	
temonvabe,	তেমনভাবে,	তেমনভাবে,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
koda,	কোড,	কোডা,	
oitijjo,	ঐতিজ্য,	ঐতিহ্য,	
besirbhaagi,	বেশিরভাগি,	বেশিরভাগই,	
paltechey,	পা্েছে,	পাল্টেছে,	
kalki,	কলকি,	কালকি,	
antarcticar,	অনযান্টা্্টিসর,	অ্যান্টার্কটিকার,	
oopohoron,	উপররণ,	অপহরন,	
dibbay,	দিবইই,	দিব্যা,	
tala,	তালা,	তালা,	
skalastic,	স্কলল্স্টিক,	স্কলাস্টিক,	
gelo,	গেল,	গেলো,	
nirikha,	নীরিখা,	নিরিখ,	
dhouto,	ধৌত,	ধৌত,	
laaj,	লাজ,	লাজ,	
atorkite,	আতরর্কতে,	অতর্কিতে,	
transhapharma,	ট্রান্সফার্ম,	ট্রান্সফর্ম,	
ummul,	উমমূুল,	উম্মুল,	
madhyekar,	মধ্যককর,	মধ্যেকার,	
jaunatar,	যৌনতার,	যৌনতার,	
samajeek,	সামাজিজ,	সামাজিক,	
shefard,	শেফার্ড,	শেফার্ড,	
korimke,	করিককে,	করিমকে,	
faase,	ফাসসে,	ফাঁসে,	
prokolpoti,	প্রকল্পটি,	প্রকল্পটি,	
baarder,	বারদের,	বার্ডের,	
boarana,	বররানা,	বোরন,	
sangrahak,	সংগ্রহক,	সংগ্রাহক,	
soceitytey,	সোচিতেটে,	সোসাইটিতে,	
gonona,	গণনা,	গণনা,	
spashtotai,	স্পষ্টতাই,	স্পষ্টতই,	
odhit,	অধিত,	অধীত,	
paikgacha,	পাইমাছা,	পাইকগাছা,	
dharabiktir,	ধারাবিক্ির,	ধারাবাহিকটির,	
bosobben,	বসবেন,	বসবেন,	
joisttho,	জৈস্ঠ্য,	জ্যৈষ্ঠ,	
chapal,	চাপ,	চপল,	
nirbahi,	নির্বাহী,	নির্বাহি,	
hugh,	হাউ,	হিউজ,	
footballerer,	ফুটবললের,	ফুটবলারের,	
uporitale,	উপরিতালে,	উপরিতলে,	
thailandshoho,	তালনন্দসহ,	থাইল্যান্ডসহ,	
graambasider,	গ্রামবাাদেের,	গ্রামবাসীদের,	
wedanta,	বেদন্ত,	বেদান্ত,	
arthat,	অর্থাত,	অর্থাৎ,	
narsaari,	নার্সারী,	নার্সারি,	
teksuser,	টেকসুসের,	টেক্সাসের,	
roja,	রোজা,	রোযা,	
bopoon,	বোপুন,	বপন,	
breakthrough,	বৃক্তরো,	ব্রেকথ্রু,	
chhatke,	ছাটকে,	ছাতকে,	
kreedita,	কৃদিত,	ক্রেডিট,	
digrir,	ডিগ্রীর,	ডিগ্রির,	
sachetanotamulok,	সাযাচানাামমমলকক,	সচেতনতামূলক,	
prachandota,	প্রচনন্ডতা,	প্রচণ্ডতা,	
ashirbad,	আশীর্বাদ,	আশির্বাদ,	
nederlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
ooindos,	উইন্ডস,	উইন্ডোস,	
qyandi,	ক্যান্ডি,	ক্যান্ডি,	
sahoocorzoe,	সহহার্য্গ্যে,	সাহচর্যে,	
sahazlabhbhotar,	সহজ্লভাতার,	সহজলভ্যতার,	
expression,	এক্সপ্রেশনশ,	এক্সপ্রেশন,	
sambhabanaow,	সম্ভাবনাও,	সম্ভবনাও,	
oncholo,	অঞ্চল,	অঞ্চলও,	
mitroyo,	মিত্রওও,	মিত্রও,	
beshorkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
jacq,	জাক,	জ্যাক,	
gosthiti,	গোষ্ঠিটি,	গোষ্ঠীটি,	
krishenta,	কৃষেন্ট,	ক্রিসেন্ট,	
bongshokey,	বংশকে,	বংশকে,	
sidharther,	সিধার্থের,	সিদ্ধার্থের,	
nitikatha,	নীতিকাঠা,	নীতিকথা,	
location,	লোকেশন,	লোকেশন,	
venish,	ভেনিস,	ভেনিস,	
nondolal,	নণনদোলাল,	নন্দলাল,	
harbur,	হাব্র,	হারবার,	
potchitro,	পটচিত্র,	পটচিত্র,	
bharatey,	ভারতে,	ভারতে,	
damanmulak,	দামনামূলক,	দমনমূলক,	
mukhyo,	মূখ্য,	মুখ্য,	
bhootara,	ভোততরা,	ভোটার,	
