areek,	আরেক,	আরিক,	
juktorastrey,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
juktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
laishensh,	লাইসেন্স,	লাইসেন্স,	
redcrosser,	রেডক্রসের,	রেডক্রসের,	
hoteelti,	হটিলটি,	হোটেলটি,	
cross,	ক্রস,	ক্রুশ,	
paste,	পাস্টে,	পেষ্ট,	
stonaheenja,	স্তননাহিজ্গা,	স্টোনহেঞ্জ,	
miley,	মিলে,	মাইলে,	
vandarey,	ভান্ডারে,	ভাণ্ডারে,	
bhenisa,	ভেনিস,	ভেনিস,	
bonshoke,	বংশকে,	বংশকে,	
deares,	ডাইরেস,	ডিআরএস,	
qirq,	কার্ক,	কার্ক,	
alkatra,	আলককত্র,	আলকাতরা,	
byomkes,	বায়ম্কেস,	ব্যোমকেশ,	
agomonke,	আগমণকে,	আগমনকে,	
karmajog,	কর্মযজগ,	কর্মযোগ,	
nek,	নেক,	নেক,	
stanehenge,	স্ট্যানেজে,	স্টোনহেঞ্জ,	
safin,	শফিন,	সাফিন,	
nederlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
chintaikaree,	চিনতাইকারী,	ছিনতাইকারী,	
cheerokoomari,	চিরকমারি,	চিরকুমারী,	
lishensh,	লিসেন্স,	লাইসেন্স,	
embed,	এম্বেড,	এম্বেড,	
ardasho,	অর্ডোশ,	আর্দশ,	
bitloser,	বিটলেসের,	বিটলসের,	
tobey,	তবে,	টবে,	
cocaine,	কোকেন,	কোকেইন,	
superheror,	সুপারেহার,	সুপারহিরোর,	
modeeling,	মোডালিং,	মডেলিং,	
adwanced,	অ্যাডভাঞ্সেড,	অ্যাডভান্সড,	
meterey,	মেযারে,	মিটারে,	
cruce,	ক্রুক,	ক্রুশ,	
bhogni,	ভগ্নি,	ভগ্নী,	
duuma,	দুমা,	দুমা,	
sabbir,	সববীর,	সাব্বির,	
nirbaho,	নির্বাহ,	নির্বাহ,	
damane,	ডমনে,	দমনে,	
udiichii,	উদিছি,	উদীচী,	
jeebnagar,	জীবনাগার,	জীবননগর,	
niropekkhotaar,	নিরপক্ষতার,	নিরপেক্ষতার,	
prakalpotike,	প্রকলপতিকে,	প্রকল্পটিকে,	
mesenjar,	মেশেঞ্জার,	মেসেঞ্জার,	
kormyi,	কর্মেই,	কর্মই,	
nogonyo,	নগন্য,	নগণ্য,	
faster,	ফাস্টার,	ফস্টার,	
shikkhartheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
bhejaano,	ভেজানো,	ভেজানো,	
bohorompurer,	বহররমপুরের,	বহরমপুরের,	
elakatey,	এলাকাতে,	এলাকাতে,	
as,	আস,	অস,	
kiiborde,	কিবোর্ডে,	কীবোর্ড,	
gobeshona,	গবেষণা,	গবেষনা,	
madhyekar,	মধ্যেকার,	মধ্যেকার,	
byaboshtha,	ব্যবস্থা,	ব্যাবস্থা,	
hattey,	হাততে,	হাঁটতে,	
teta,	তট,	টেটা,	
shite,	সীটে,	শীতে,	
set,	সেট,	সিট,	
ducktickete,	ডাক্তিকেতে,	ডাকটিকিটে,	
manabsamajer,	মানবসমাজের,	মানবসমাজের,	
janaganonar,	জনগণনার,	জনগণনার,	
devolopar,	ডেভলপার,	ডেভলপার,	
biswash,	বিশ্বাস,	বিশ্বাস,	
metroopalitana,	মেট্রোপিলেশন,	মেট্রোপলিটন,	
sossa,	শস্য,	শশা,	
falakti,	ফালাকটি,	ফলকটি,	
fiks,	ফিক্স,	ফিক্স,	
barbaadoj,	বার্বাদোজ,	বার্বাডোজ,	
biplabee,	বিপ্লবি,	বিপ্লবী,	
chondrima,	চন্দ্রিমা,	চন্দ্রিমা,	
divya,	দিব্য,	দিব্যা,	
dharmee,	ধর্মী,	ধর্মী,	
sikarder,	সিকর্ডার,	শিকারদের,	
shreechoitonyodeb,	শ্রীচৈতন্যবেদ,	শ্রীচৈতন্যদেব,	
ajibonoer,	অজিবনের,	আজীবনের,	
janaalo,	জানালো,	জানালো,	
akhandata,	আখন্দাত,	অখণ্ডতা,	
elakaatite,	এলাকাতেই,	এলাকাটিকে,	
pragreesa,	প্রগগ্রেস,	প্রগ্রেস,	
sanaktokaron,	সনাক্তকরণ,	সনাক্তকরণ,	
subadey,	সুবাদে,	সুবাদে,	
oiteejyo,	ঐতিজ্য,	ঐতিহ্য,	
dajjho,	দজ্জ,	দাহ্য,	
bosben,	বসবেন,	বসবেন,	
bosonte,	বসন্তে,	বসন্তে,	
laat,	লুট,	লাট,	
gor,	গর,	গোর,	
vogini,	ভোগিনী,	ভগিনী,	
rautine,	রাউটিন,	রুটিন,	
ottacharito,	অত্মচরিত,	অত্যাচারিত,	
udbodhaney,	উদ্বোধনে,	উদ্বোধনে,	
hepetitis,	হেপেটিসিস,	হেপাটাইটিস,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
pachtar,	পাঁচটার,	পাঁচটার,	
sanbadmadhyame,	সংবাদমাদমযে,	সংবাদমাধ্যমে,	
dharabahiktir,	ধারাবািকিতির,	ধারাবাহিকটির,	
fanse,	ফাঁসে,	ফাঁসে,	
dobhar,	ডোভার,	ডোভার,	
landey,	ল্যান্ডে,	ল্যান্ডে,	
graameroi,	গ্রামেরই,	গ্রামেরই,	
deefinition,	ডেফিনিশন,	ডেফিনেশন,	
manohar,	মনোহর,	মনোহর,	
ewil,	এভিল,	ইভিল,	
charchito,	চারচিত,	চর্চিত,	
bisshonath,	বিশ্বনাথ,	বিশ্বনাথ,	
gabeshona,	গবেষণা,	গবেষনা,	
oindreela,	ইন্ড্রেইল,	ঐন্দ্রিলা,	
gostigoolo,	গস্তিগুলো,	গোষ্ঠীগুলো,	
atma,	আত্মা,	আত্ম,	
gunjey,	গুঁজে,	গুঁজে,	
godavari,	গদাভরি,	গোদাবরী,	
itostato,	ইতস্তত,	ইতস্তত,	
taiteela,	টাইটেল,	টাইটেল,	
plus,	প্লাস,	প্লাস,	
emiretus,	এমিরিটাস,	এমিরেটাস,	
charukola,	ক্যারুকোলা,	চারুকলা,	
taunsheep,	টাউন্সপ,	টাউনশিপ,	
schalarship,	স্কলারশিপ,	স্কলারশিপ,	
temas,	টেমস,	টাইমস্,	
ghetoo,	ঘিতু,	ঘেটু,	
bissonath,	বিশ্বনাথ,	বিশ্বনাথ,	
inashtyanta,	ইনস্টায়ান্ট,	ইনস্ট্যান্ট,	
difinishhion,	ডিফিনিশন,	ডেফিনেশন,	
hyaloyin,	হ্যালোইন,	হ্যালোইন,	
quary,	কোয়ারি,	কোয়েরি,	
wault,	উয়াট,	ভল্ট,	
choshon,	চোষণ,	চোষণ,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
hilse,	হিলসে,	হিলসে,	
jandrel,	জন্ড্রাইল,	জাঁদরেল,	
seeramiker,	সিরামিকের,	সিরামিকের,	
akpaase,	একপাশে,	একপাশে,	
elakatir,	এলাকাতির,	এলাকাটির,	
obie,	অবিই,	ওবিই,	
highcomissione,	হাইকমিশনে,	হাইকমিশনে,	
jins,	জিনস,	জিন্স,	
aedipus,	আদিপুষ,	ইডিপাস,	
qara,	কার,	কর,	
ranangane,	রণাঙ্গনে,	রণাঙ্গনে,	
melborne,	মেলবারনে,	মেলবোর্নে,	
dip,	ডিপ,	দীপ,	
tirmijii,	তিরমিযী,	তিরমিজি,	
ashiatic,	অ্যাসিকেটিক,	এশিয়াটিক,	
sikkhagata,	শিক্ষাগত,	শিক্ষাগত,	
karlosh,	কার্লস,	কার্লোস,	
ancholti,	অঞ্চলটি,	অঞ্চলটি,	
akmato,	একমত,	একমত,	
sachetonbhabe,	সচেতনভাবে,	সচেতনভাবে,	
sikkhakbrinda,	শিক্ষাকৃণ্দ,	শিক্ষকবৃন্দ,	
trans,	ট্রান্স,	ট্রান্স,	
baek,	ব্যাক,	বাইক,	
lakhindarer,	লাখিন্দারের,	লখিন্দরের,	
uuipoka,	উইপোকা,	উইপোকা,	
parishkaron,	পরিস্কারণ,	পরিষ্করণ,	
texuser,	টেকাসাসের,	টেক্সাসের,	
laishensha,	লাইসেন্স,	লাইসেন্স,	
sotorkotar,	সরতক্তরার,	সতর্কতার,	
sausaje,	সৌসে,	সসেজ,	
machera,	মাচেরা,	মাছেরা,	
lisens,	লিসেন্স,	লাইসেন্স,	
mokhmoley,	মকখোমে,	মখমলে,	
servere,	সার্ভেরে,	সার্ভারে,	
gananatyo,	গণণাত্য,	গণনাট্য,	
pouchute,	পৌঁছুতে,	পৌঁছুতে,	
bigepi,	বিজেপি,	বিজেপি,	
graambaseeo,	গ্রামবাসেও,	গ্রামবাসীও,	
shikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
musalmanera,	মুসলমানের,	মুসলমানেরা,	
kathmandutey,	কাঠমান্ডুতে,	কাঠমান্ডুতে,	
lidars,	লিডার্স,	লিডার্স,	
bishnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
daaradaa,	দারাদা,	দারদা,	
stonahenza,	স্টননাহজেঞা,	স্টোনহেঞ্জ,	
proshadhoner,	প্রশাধানের,	প্রসাধনের,	
bairey,	বায়রর,	বাইরে,	
kanai,	কানাই,	কানাই,	
sanbadmadhyamer,	সংবাদমাদমের,	সংবাদমাধ্যমের,	
pure,	পুরে,	পিওর,	
gonesher,	গণেশের,	গণেশের,	
bosanta,	বসন্ত,	বসন্ত,	
oshtader,	অস্তাদের,	ওস্তাদের,	
safi,	সফি,	সাফি,	
chhilona,	ছিলনা,	ছিলনা,	
jaater,	যাতের,	জাতের,	
nodimaatrik,	নদিমাত্রিক,	নদীমাতৃক,	
bboponer,	বপনের,	বপনের,	
vabanir,	ভবনীর,	ভবানীর,	
poroborti,	পরবর্তী,	পরর্বতী,	
neshnosh,	নেশননস,	নেশনস,	
mase,	মাসে,	মাসে,	
paree,	পায়ারি,	পাড়ে,	
shikshakke,	শিক্ষাকে,	শিক্ষককে,	
pulse,	পুলসে,	পালস,	
planey,	প্লেনে,	প্লেনে,	
bhabnake,	ভব্নাকে,	ভাবনাকে,	
grambaasee,	গ্রামবাসী,	গ্রামবাসী,	
kara,	কারা,	কর,	
ameriqa,	এ্যামেরিকা,	আমেরিকা,	
saseeja,	সাসেজ,	সসেজ,	
janapath,	জনপথ,	জনপথ,	
ekhate,	এখাতে,	একহাতে,	
shcholastic,	স্কললাস্টিক,	স্কলাস্টিক,	
ankita,	অংকিত,	অঙ্কিতা,	
torabganj,	তরবাগঞ্জ,	তোরাবগঞ্জ,	
chalochchitro,	চলচিত্র,	চলচ্চিত্র,	
tegara,	টের,	টাইগার,	
modeel,	মদিল,	মডেল,	
qarima,	করিমা,	করিম,	
aap,	আ্যপ,	আপ,	
kousholgoto,	কৌশলগত,	কৌশলগত,	
ceramics,	কেরামিক্স,	সিরামিকস,	
cheerkut,	চিরকুট,	চিরকুট,	
overviu,	ওভারভু,	ওভারভিউ,	
footonto,	ফুটন্ত,	ফুটন্ত,	
chhatogolper,	ছোটোগল্পের,	ছোটগল্পের,	
rayalty,	রেয়েল্টি,	রয়্যালটি,	
cholochchitraeer,	চলচিত্রের,	চলচ্চিত্রের,	
saida,	সাইড,	সাইদা,	
hisaber,	হিসাবের,	হিসাবের,	
ashamarthita,	অসামর্থিত,	অসমর্থিত,	
tuleche,	তুলেছে,	তুলেছে,	
apohoron,	অপহরণ,	অপহরন,	
oviyojan,	অভিযোজন,	অভিযোজন,	
expresion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
bagdadi,	বাগদী,	বাগদাদী,	
haripur,	হরিপুর,	হরিপুর,	
nothivukto,	নথিভুক্ত,	নথিভুক্ত,	
shikara,	সিকার,	শিকার,	
komtee,	কমতি,	কমতি,	
teentir,	তিনটির,	তিনটির,	
alpa,	আল্প,	অল্প,	
kanader,	কানাদের,	কণাদের,	
shaannaal,	সান্নাল,	সান্যাল,	
taap,	তাপ,	ট্যাপ,	
gazipur,	গাজীপুর,	গাজীপুর,	
aiees,	আইএসএস,	আইএএস,	
swalpo,	স্বল্প,	স্বল্প,	
shikh,	শিখ,	শিখ,	
kloud,	ক্লাউড,	ক্লাউড,	
bhagirath,	ভাগীরথ,	ভগীরথ,	
deeputy,	দীপুতি,	ডেপুটি,	
superhero,	সুপারেরও,	সুপারহিরো,	
machher,	মেছের,	মাছের,	
kibord,	কিবোর্ড,	কীবোর্ড,	
drishyer,	দৃশ্যের,	দৃশ্যের,	
stoneeheengee,	স্তনিনহী,	স্টোনহেঞ্জ,	
mawdel,	মাউডেল,	মডেল,	
kalam,	কলম,	কালাম,	
byabaharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
