gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
oncolei,	অঞ্চলেই,	অঞ্চলেই,	
monjhoshtho,	মন্যস্থ,	মঞ্চস্থ,	
fishing,	ফিশিং,	ফিসিং,	
shitey,	সিটে,	শীতে,	
shorting,	শর্টিং,	সর্টিং,	
venis,	ভেনিস,	ভেনিস,	
lakkheryo,	লক্ষেরও,	লক্ষেরও,	
drissoteer,	দৃশ্যটির,	দৃশ্যটির,	
sobche,	সবচে,	সবচে,	
nirmol,	নির্মল,	নির্মল,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
bachhayi,	বাঁচাই,	বাছাই,	
chainge,	চাইঞ্জ,	চেঞ্জ,	
gosti,	গোসটি,	গোষ্ঠী,	
unit,	উউনিট,	ইউনিট,	
qaferderkey,	কফেরদারকে,	কাফেরদেরকে,	
gejeteda,	গেজেটেড,	গেজেটেড,	
bisshonath,	বিশ্বনাথ,	বিশ্বনাথ,	
crete,	ক্রেট,	ক্রীট,	
daktikiter,	দাক্তিকেটের,	ডাকটিকিটের,	
randeep,	রণ্ডীপ,	রণদীপ,	
songbadmadhyame,	সংবাদ্ধমামে,	সংবাদমাধ্যমে,	
obhidhaner,	অভিধানের,	অভিধানের,	
iqbaler,	ইকবালের,	ইকবালের,	
ved,	ভেড,	বেদ,	
kathhmandu,	কাঠমন্ডু,	কাঠমান্ডু,	
themeke,	থেমকে,	থিমকে,	
gonjona,	গঞ্জনা,	গঞ্জনা,	
bipradas,	বিপ্রদাস,	বিপ্রদাস,	
volapuq,	ভোলাপুক,	ভোলাপুক,	
shilvar,	সিলভার,	সিলভার,	
ancholtee,	অঞ্চলটি,	অঞ্চলটি,	
kaareer,	কারির,	কারীর,	
fimel,	ফিমেল,	ফিমেল,	
uqeliptas,	উকেলপ্টাস,	ইউক্যালিপ্টাস,	
jibjontu,	জীবজন্তু,	জীবজন্তু,	
vabatarini,	ভাবাতিনী,	ভবতারিণী,	
meghachchanno,	মেঘাছ্ছন,	মেঘাচ্ছন্ন,	
koreempoor,	করিমপুর,	করিমপুর,	
munshi,	মুনসী,	মুন্সি,	
abheedhanick,	অভিধানিক,	অভিধানিক,	
kormyi,	কর্মী,	কর্মই,	
trivuz,	ত্রিভুজ,	ত্রিভূজ,	
bakhyateet,	ব্যাখ্যাতিত,	ব্যাখ্যাতীত,	
henna,	হেননা,	হেনা,	
bharatey,	ভারতে,	ভারতে,	
firoja,	ফিরজা,	ফিরোজা,	
horipur,	হরিপুর,	হরিপুর,	
vagirath,	ভাগীরথ,	ভগীরথ,	
faaser,	ফাসের,	ফাঁসের,	
dharabhashyakar,	ধারাভাষককর,	ধারাভাষ্যকার,	
cholocchitroi,	চলচিত্রী,	চলচ্চিত্রই,	
estania,	এস্টানিয়া,	এস্তোনিয়া,	
nothibhookta,	নথিভুক্ত,	নথিভুক্ত,	
beenis,	বেনিস,	ভেনিস,	
amstrang,	অম্ট্্রাং,	আর্মস্ট্রং,	
ajeeja,	অজিজ,	আজিজা,	
digreeo,	ডিগ্রীও,	ডিগ্রিও,	
dokaan,	ডোকান,	দোকান,	
foolkopi,	ফুলকপি,	ফুলকপি,	
enginears,	এঞ্জিরার্স,	ইঞ্জিনিয়ার্স,	
mookhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
ammor,	আমর,	আমর,	
veemsen,	ভীমসেন,	ভীমসেন,	
shatokeo,	শতকেও,	শতকেও,	
nischitabhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
samaveshti,	সমাভেস্টি,	সমাবেশটি,	
palki,	পালকি,	পাল্কি,	
aansaareer,	আনসারির,	আনসারীর,	
gare,	গররে,	গোর,	
doojoo,	দুজু,	ডোজো,	
jyakashana,	জ্যাকসন,	জ্যাকসন,	
skalarasipa,	স্কোলাপিপ,	স্কলারশিপ,	
masters,	মাস্টার্স,	মাস্টার্স,	
oholyar,	অহল্যার,	অহল্যার,	
pat,	পাট,	পেত,	
dephineshana,	ডিফিনেশন,	ডেফিনেশন,	
footbalarer,	ফুটবালারের,	ফুটবলারের,	
sakaar,	সাকার,	সকার,	
danabder,	দানবদের,	দানবদের,	
queery,	কুইরি,	কোয়েরি,	
zuktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
kortaam,	করতাম,	করতাম,	
jhalkathi,	ঝালকাঠি,	ঝালকাঠী,	
bibader,	বিবাদের,	বিবাদের,	
kruser,	ক্রসের,	ক্রুশের,	
torabgonj,	তরাবগঞ্জ,	তোরাবগঞ্জ,	
jwalbe,	জ্বলবে,	জ্বলবে,	
nesnos,	নেসনস,	নেশনস,	
ingrezra,	ইংরেজরা,	ইংরেজরা,	
beam,	বিম,	বীম,	
chhotto,	ছোট্ট,	ছোট্ট,	
dakteekit,	ডাক্তিক,	ডাকটিকিট,	
shikarder,	শিকার্ডের,	শিকারদের,	
sookumari,	সুকুমারি,	সুকুমারী,	
manahputo,	মনাফপুত,	মনঃপুত,	
chetona,	চেতনা,	চেতনা,	
janacche,	জনচ্ছে,	জানাচ্ছে,	
eksapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
eenjeel,	এঞ্জেল,	ইঞ্জিল,	
kalengga,	কলেঙ্গ,	কালেঙ্গা,	
karadandey,	কারাদণ্ডে,	কারাদণ্ডে,	
rotheen,	রথিন,	রথীন,	
soranor,	সরানোর,	সরানোর,	
toder,	টদের,	তদের,	
jathartho,	যথার্থ,	যথার্থ,	
zacksan,	জাকসন,	জ্যাকসন,	
poschime,	পশ্চিমে,	পশ্চিমে,	
sarbhare,	সারভারে,	সার্ভারে,	
sachetan,	সচেতন,	সচেতন,	
moshzidshoho,	মসিদসহ,	মসজিদসহ,	
shcholastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
otorkeitey,	ওতোরকিতে,	অতর্কিতে,	
nagorikke,	নাগরিকে,	নাগরিককে,	
abolokon,	অবলকন,	অবলোকন,	
arjora,	অর্জরা,	আর্যরা,	
samsher,	সমসের,	সমশের,	
chhatoke,	ছাটকে,	ছাতকে,	
projononkal,	প্রজননকাল,	প্রজননকাল,	
anchalsamuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
ranodeep,	রণণীপ,	রণদীপ,	
nirabata,	নিরবতা,	নিরবতা,	
abadamaner,	আবাদমানের,	অবদমনের,	
athar,	আঠার,	আতহার,	
phutbolarder,	ফুটবালদার,	ফুটবলারদের,	
selina,	সেলিন,	সেলিনা,	
abasaney,	আবাসনে,	অবসানে,	
ivil,	ইভিল,	ইভিল,	
setio,	সেতিও,	সেটিও,	
tirmijii,	তির্মীজী,	তিরমিজি,	
addabaaj,	আদ্যাবাজ,	আড্ডাবাজ,	
laicenshe,	লাইসেন্স,	লাইসেন্স,	
bisheshyo,	বিশেষ্য,	বিশেষ্য,	
satarkakaree,	সতরকাকারী,	সতর্ককারী,	
thailandsoho,	থাইলানসসহ,	থাইল্যান্ডসহ,	
pettern,	পিটার্ন,	প্যাটার্ন,	
praima,	প্রাইম,	প্রাইম,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
omarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
sabbir,	সববির,	সাব্বির,	
doloo,	দলও,	ডলু,	
ajeej,	অজিজ,	আজিজ,	
progreess,	প্রগ্রেস,	প্রগ্রেস,	
pack,	প্যাক,	প্ল্যাক,	
sorsa,	সর্স,	সোর্স,	
musharraf,	মুশারাফ,	মশাররফ,	
breqathru,	বৃক্্তরু,	ব্রেকথ্রু,	
biswashwo,	বিশ্বস্ব,	বিশ্বাসও,	
uddhrity,	উদ্ধিতি,	উদ্ধৃতি,	
zoneete,	জনিতে,	যোনীতে,	
utkhaat,	উৎকাট,	উত্খাত,	
gabhaaskaar,	গভাষকার,	গাভাস্কার,	
hafej,	হাফেজ,	হাফেয,	
gujab,	গুজাব,	গুজব,	
fix,	ফিক্স,	ফিক্স,	
mmeloborrne,	মেলবার্নে,	মেলবোর্নে,	
sanstha,	সংস্থ,	সংস্থা,	
bhagerei,	ভাগেরই,	ভাগেরই,	
armstronj,	আর্সগ্রন্জ,	আর্মস্ট্রং,	
quartar,	কোর্টার,	কোয়ার্টার,	
temone,	তেমনে,	তেমনই,	
marry,	মেরি,	ম্যারি,	
shastro,	শস্ত্র,	শাস্ত্র,	
pubancholer,	পুবাঞ্চলের,	পূর্বাঞ্চলের,	
huqa,	হুকা,	হুক,	
roomantika,	রোমান্তিক,	রোমান্টিক,	
anyarup,	অন্যরূপ,	অন্যরূপ,	
tigar,	টিগার,	টাইগার,	
dhoorer,	ধোরের,	ধরের,	
vugoley,	ভূগলে,	ভূগোলে,	
rohoshyor,	রহশ্যর,	রহস্যর,	
aagera,	আগেরা,	আগোরা,	
taoonship,	তাউন্শীপ,	টাউনশিপ,	
bibek,	বিবেক,	বিবেক,	
ekpaashe,	একপাশে,	একপাশে,	
gheshei,	ঘেসেই,	ঘেঁষেই,	
cholchhe,	চলচে,	চলছে,	
aarakaner,	আরাকানের,	আরাকানের,	
chintaikaree,	চিনতাইকারী,	ছিনতাইকারী,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
muchi,	মুচি,	মুচি,	
dokaangulotey,	দোকাঙগুলোতে,	দোকানগুলোতে,	
mangolic,	মঙ্গোলিক,	মাঙ্গলিক,	
shodhon,	শোধন,	শোধন,	
chidrapathe,	চিদ্রপথে,	ছিদ্রপথে,	
trayte,	ট্রেটে,	ট্রেতে,	
lajiker,	লাজিকের,	লজিকের,	
songastha,	সংস্থা,	সংস্থা,	
peengnaa,	পিঙ্গা,	পিংনা,	
tistaar,	টিস্টার,	তিস্তার,	
tuneta,	টুনেটা,	টুনাইট,	
jibonnogor,	জীবননগর,	জীবননগর,	
uporital,	উপরিতাল,	উপরিতল,	
nartan,	নর্তন,	নর্টন,	
zess,	জেস,	জেস,	
bunat,	বুনাট,	বুনট,	
lohaa,	লোহা,	লোহা,	
title,	টিটলে,	টাইটেল,	
baieq,	বাইক,	বাইক,	
browser,	ব্রসের,	ব্রাউজার,	
pashan,	পাষণ,	পাষাণ,	
eshiyetika,	এসিয়েটিক,	এশিয়াটিক,	
evaner,	ইভানের,	ইভানের,	
aabarte,	আবররতে,	আবর্তে,	
torun,	তরুণ,	তরুন,	
kkompito,	কম্পিট,	কম্পিত,	
upacharjo,	উপাচর্য,	উপাচার্য,	
inziniyarsa,	ইঞ্জিনিয়ার,	ইঞ্জিনিয়ার্স,	
mangoleek,	মঙ্গলিক,	মাঙ্গলিক,	
ekoirakom,	একৈরকক,	একইরকম,	
sangosthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
habsi,	হাবসী,	হাবশী,	
bipojjonok,	বিপজজ্নক,	বিপজ্জনক,	
serverti,	সেরভের্টি,	সার্ভারটি,	
ajij,	অজিজ,	আজিজ,	
antarctikar,	আন্তর্কটিকার,	অ্যান্টার্কটিকার,	
ponjikaar,	পঞ্জিকার,	পঞ্জিকার,	
durgotsav,	দুর্জতসভ,	দুর্গোৎসব,	
serup,	সেরুপ,	সেরূপ,	
choshon,	চোষণ,	চোষণ,	
elakaatir,	এলাকাটির,	এলাকাটির,	
bojhar,	বোঝার,	বোঝার,	
transformerer,	ট্রান্সফোর্মের,	ট্রান্সফরমারের,	
hajarer,	হাজারের,	হাজারের,	
scoree,	স্কোরি,	স্কোরে,	
romantik,	রোমান্তিক,	রোমান্টিক,	
khargoser,	খার্গসের,	খরগোসের,	
harir,	হ্যারির,	হরির,	
vaabna,	ভাবনা,	ভাবনা,	
prodeeper,	প্রদেপের,	প্রদীপের,	
silwar,	সিলভার,	সিলভার,	
antorvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
sombhobonaao,	সম্ভানও,	সম্ভবনাও,	
ahalya,	অহল্য,	অহল্যা,	
sahocorjo,	সহকর্য,	সাহচর্য,	
uparjan,	উপারজন,	উপার্জন,	
bohubar,	বহুবার,	বহুবার,	
krom,	ক্রোম,	ক্রম,	
promothesh,	প্রমথেষ,	প্রমথেশ,	
salafeta,	সালফেট,	সালফেট,	
kings,	কিংস,	কিংস,	
oncholo,	অঞ্চলো,	অঞ্চলও,	
shtonehenge,	স্তহেঙ্গে,	স্টোনহেঞ্জ,	
bimaataa,	বিমতা,	বিমাতা,	
tekno,	টেকনো,	টেকনো,	
upobaser,	উপবাসের,	উপবাসের,	
durgatsober,	দুর্গতসভার,	দুর্গোৎসবে,	
wodka,	ওদ্কা,	ভদকা,	
pracharanamulak,	প্রচারণামূলক,	প্রচারণামূলক,	
idaning,	আডানিং,	ইদানীং,	
confliqt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
bhabanir,	ভবনীর,	ভবানীর,	
bhadaqa,	ভাডকা,	ভদকা,	
dacop,	ডাকপ,	দাকোপ,	
valobasakey,	ভালবাসকে,	ভালোবাসাকে,	
noitikata,	নৈতিকতা,	নৈতিকতা,	
durgotsabe,	দুর্গৎসবে,	দুর্গোৎসবে,	
