futbolarra,	ফুটবলরারা,	ফুটবলাররা,	
hoola,	হোল,	হোল,	
rilayensha,	রিলেন্স,	রিলায়েন্স,	
abheedhaner,	অভিধানের,	অভিধানের,	
saida,	সাইড,	সাইদা,	
ashe,	আশে,	আসে,	
gunjey,	গুঞ্জে,	গুঁজে,	
turkamena,	তুর্কামেন,	তুর্কমেন,	
shorifpur,	শরীফপুর,	শরিফপুর,	
mathieu,	মথিই,	ম্যাথিউ,	
dakhbaar,	দখবার,	দেখবার,	
shekender,	সেকেন্ডার,	সেকেন্ডের,	
rijoor,	রিজুর,	রিজুর,	
shitey,	শীটে,	শীতে,	
kuarter,	কাউ্টার,	কোয়ার্টার,	
maniktola,	মানিকদলা,	মানিকতলা,	
byabostha,	ব্যবস্থা,	ব্যাবস্থা,	
dhos,	ধোষ,	ধস,	
hatodoridra,	হতদরদর,	হতদরিদ্র,	
ramzaner,	রমজানের,	রমযানের,	
bandhubhaabaapanna,	বন্ধুভাবনাপন,	বন্ধুভাবাপন্ন,	
ramjaner,	রমজানের,	রমযানের,	
olongkaron,	অলংকরণ,	অলঙ্করণ,	
vandar,	ভান্ডার,	ভাণ্ডার,	
bonnopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
nagarikra,	নগগরিকরা,	নাগরিকরা,	
beeswasee,	বিশ্বাসী,	বিশ্বাসে,	
dep,	ডীপ,	ডেপ,	
komti,	কমটি,	কমতি,	
lagchhe,	লাগেছে,	লাগছে,	
monzushree,	মঞ্জুশীর,	মঞ্জুশ্রী,	
deenes,	ডাইনএস,	দীনেশ,	
tikto,	টিক্ত,	তিক্ত,	
shaartho,	সার্থ,	স্বার্থ,	
harisher,	হরিসের,	হ্যারিসের,	
zerusalemer,	জিরুসালেমের,	জেরুজালেমের,	
boikolyo,	বৈকল্য,	বৈকল্য,	
probeshan,	প্রবেশন,	প্রবেশন,	
telakucha,	তেলাকুচা,	তেলাকুচা,	
telakoocha,	তেলাকুচা,	তেলাকুচা,	
leetara,	লেটার,	লেটার,	
robe,	রবে,	রবে,	
kortonaa,	কর্তনা,	করতনা,	
bandhubhabaponno,	বন্ধুভাবন্ন,	বন্ধুভাবাপন্ন,	
manushtikey,	মানুষ্টিকে,	মানুষটিকে,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
janosangyog,	জনসংযোগ,	জনসংযোগ,	
eekbaler,	একবালের,	ইকবালের,	
olympicer,	অলিম্পিকার,	অলিম্পিকের,	
aakkas,	আক্কাশ,	আককাস,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
byatasamyan,	ব্যাতাসম্যান,	ব্যাটসম্যান,	
bhagno,	ভাগ্ন,	ভগ্ন,	
bhenise,	ভাইনিস,	ভেনিসে,	
temontee,	তেমন্টি,	তেমনটি,	
chalachchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
jonsha,	জন্স,	জোন্স,	
parking,	পার্কিং,	পার্কিং,	
afzal,	আফজল,	আফজল,	
kheley,	খেলেই,	খেলে,	
koushalgato,	কৌশলগত,	কৌশলগত,	
ship,	শীপ,	শিপ,	
karo,	কারও,	কারো,	
himi,	হিমি,	হিমি,	
neermolota,	নির্মলতা,	নির্মলতা,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
fuda,	ফুদ,	ফুড,	
zyaka,	য্যাক,	জ্যাক,	
armstrang,	আর্ম্্র্টাং,	আর্মস্ট্রং,	
kaamij,	কামিজ,	কামিজ,	
mujibur,	মুজিবর,	মুজিবুর,	
nutoner,	নিটনের,	নূতনের,	
horinner,	হরিন্যার,	হরিণের,	
elaakaate,	এলাকাতে,	এলাকাতে,	
riphleksa,	রাইফ্লেক্স,	রিফ্লেক্স,	
nodiitei,	নদীতেই,	নদীতেই,	
bhejaano,	ভেজানো,	ভেজানো,	
onucheeder,	অনুচিদের,	অনুচ্ছেদের,	
kanooner,	কানুনের,	কানুনের,	
mugdaal,	মুগলল,	মুগডাল,	
asantosh,	অশন্ত,	অসন্তোষ,	
arena,	অরেনা,	এরিনা,	
notunatva,	নতুনত্ব,	নতুনত্ব,	
jibjantu,	জীবন্ত,	জীবজন্তু,	
crucer,	ক্রাসের,	ক্রুশের,	
oncholshomuh,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
balroom,	বালরুম,	বলরুম,	
bishwaashshke,	বিশ্বাসকে,	বিশ্বাসকে,	
restuarant,	রেস্তুরান্,	রেষ্টুরেন্ট,	
sarsa,	সর্ষ,	সোর্স,	
qyanela,	ক্যানেল,	ক্যানেল,	
netherlander,	নেথারল্যান্ডের,	নেদারল্যান্ডের,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
samrat,	সমরত,	সম্রাট,	
palbongser,	পালভংসের,	পালবংশের,	
choudhureeder,	চৌধুরীদের,	চৌধুরীদের,	
karadonder,	কারাদন্ডের,	কারাদণ্ডের,	
seramiks,	সেরেমিক্স,	সিরামিকস,	
ancholke,	আঞ্চলকে,	অঞ্চলকে,	
alpokichudin,	অল্পকিখুদিন,	অল্পকিছুদিন,	
horas,	হরাস,	হোরাস,	
onurbar,	অনুরবার,	অনুর্বর,	
plusey,	প্লাসে,	প্লাসে,	
tegara,	টেগার,	টাইগার,	
jockey,	জকি,	জকি,	
sollalaho,	সোল্লাল,	সল্লাল্লাহু,	
shanstha,	সংস্থ,	সংস্থা,	
orthonitikey,	অর্থনীতিকে,	অর্থনীতিকে,	
saabyastha,	সাব্যস্থ,	সাব্যস্থ,	
dupleks,	ডাপ্লেক্স,	ডুপ্লে,	
chase,	চাষে,	চেস,	
veniser,	ভ্যানিসের,	ভেনিসের,	
karmakarke,	কর্মকারকে,	কর্মকারকে,	
abhidhaaner,	অভিধানের,	অভিধানের,	
zesh,	জেস,	জেস,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
rajtontrey,	রাজ্তন্ত্রে,	রাজতন্ত্রে,	
jeshthaa,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
romantic,	রোম্যান্টিক,	রোমান্টিক,	
cholocchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
harbar,	হারবার,	হারবার,	
mosan,	মসান,	মোশন,	
udvabone,	উদ্ভাবনে,	উদ্ভাবনে,	
bhittitei,	ভিতিতেই,	ভিত্তিতেই,	
jhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
futanto,	ফুটান্ত,	ফুটন্ত,	
qarqa,	কার্ক,	কার্ক,	
chaalabi,	চালাবি,	চালাবে,	
tukrokey,	তুকরোকে,	টুকরোকে,	
manabmoner,	মানবমনের,	মানবমনের,	
obikol,	অবিকল,	অবিকল,	
verma,	ভার্মা,	ভার্মা,	
nesans,	নেশান্স,	নেশনস,	
makhmoley,	মাখমলে,	মখমলে,	
anadhikar,	অনাধিকার,	অনধিকার,	
hoil,	হইল,	হইল,	
samaveshti,	সমসেব্তি,	সমাবেশটি,	
nopdikey,	নপডিকে,	নদীকে,	
pactar,	পাঁচ্টর,	পাঁচটার,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
tennys,	টেননস,	টেনিস,	
browser,	ব্রসের,	ব্রাউজার,	
durvaggo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
oviyojan,	অভিযোজন,	অভিযোজন,	
upobashii,	উপবাসী,	উপবাসী,	
motkey,	মোটকে,	মতকে,	
basturoi,	বস্তুরই,	বস্তুরই,	
bonoshree,	বনশ্রী,	বনশ্রী,	
ghoorsen,	ঘুর্েন,	ঘুরেছেন,	
procharona,	প্রচারণা,	প্রচারণা,	
myat,	ম্যাট,	ম্যাট,	
grambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
karore,	কারের,	কারোর,	
musalmanderke,	মুসলমন্দরে,	মুসলমানদেরকে,	
choudhooreeke,	চৌধুরিকে,	চৌধুরীকে,	
moonshi,	মুনশী,	মুন্সি,	
jatata,	যতটা,	যতোটা,	
mojlish,	মজলিশ,	মজলিশ,	
ovidhanik,	অভিধানিক,	অভিধানিক,	
deily,	ডেইলি,	ডেইলি,	
muhommoder,	মুহাম্মদের,	মুহম্মদের,	
aqramer,	আক্রমের,	আকরামের,	
sikkhokke,	শিক্ষককে,	শিক্ষককে,	
priimo,	প্রীম,	প্রিমো,	
nagaland,	নগগল্যান্ড,	নাগাল্যান্ড,	
gemi,	জেমী,	জেমি,	
meghachchanno,	মেঘাচন্যান্ন,	মেঘাচ্ছন্ন,	
superhero,	সুপারহারও,	সুপারহিরো,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
uzobekeestaan,	উজবেস্তান,	উজবেকিস্তান,	
mukhamandol,	মুখমন্ডল,	মুখমণ্ডল,	
kathhmandute,	কাঠমদন্তুতে,	কাঠমান্ডুতে,	
muhammad,	মুহাম্মাদ,	মুহম্মদ,	
bishasey,	বিশাসে,	বিশ্বাসে,	
vishnu,	বিষ্ণু,	বিষ্ণু,	
kana,	কানা,	কণা,	
songastha,	সংস্থ,	সংস্থা,	
bhabanipur,	ভবানীপুর,	ভবানীপুর,	
zzonite,	যোনিতে,	যোনীতে,	
nadigulo,	নদদীগুলো,	নদীগুলো,	
abheedhaaner,	অভিধানের,	অভিধানের,	
dimbakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
thime,	থিমে,	থিমে,	
goori,	জুরি,	গোরি,	
shikhra,	শিখরা,	শিখরা,	
mosjidsaho,	মসজিদসহ,	মসজিদসহ,	
paner,	পনের,	পনের,	
kormopontha,	কর্মপন্থা,	কর্মপন্থা,	
atyacharer,	অত্যাচারের,	অত্যাচারের,	
engineers,	ইঞ্জানির্স,	ইঞ্জিনিয়ার্স,	
neurolojy,	নিওরোলজি,	নিউরোলজি,	
marqetim,	মার্কেটিং,	মার্কেটিং,	
madhabike,	মাধবিকে,	মাধবীকে,	
nothivukta,	নথিউযুক্ত,	নথিভুক্ত,	
gootano,	গুটানো,	গুটানো,	
rupert,	রাপোর্ট,	রুপার্ট,	
kuchir,	কুচির,	কুচির,	
jerusaleme,	জিরুসালে,	জেরুসালেমে,	
deambakriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
agovir,	আগবীর,	অগভীর,	
parishkaran,	পরিস্কারণ,	পরিষ্করণ,	
eenjil,	এঞ্জিল,	ইঞ্জিল,	
elakayi,	এলাকাই,	এলাকাই,	
satjoner,	সৎজনের,	সাতজনের,	
loukikata,	লৌকিকতা,	লৌকিকতা,	
sikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
naagaalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
basatey,	বাসাতে,	বাসাতে,	
mohajot,	মহাজত,	মহাজোট,	
qyathaliqa,	ক্যাথলিক,	ক্যাথলিক,	
faad,	ফাঁদ,	ফুড,	
note,	নোট,	নোটে,	
nake,	নাকে,	নেক,	
sobchey,	সবচে,	সবচে,	
tarunderke,	তরুন্ডারকে,	তরুণদেরকে,	
jati,	জাতি,	যাতি,	
graambaasir,	গ্রামবাসীর,	গ্রামবাসীর,	
ivaner,	ইভানের,	ইভানের,	
beam,	বিম,	বিম,	
hilse,	হিলসে,	হিলসে,	
antorvukto,	অর্ন্তভুক্ত,	অন্তর্ভুক্ত,	
militarite,	মিলিটারীতে,	মিলিটারিতে,	
hotochokeeto,	হতচচিকত,	হতচকিত,	
drissotir,	দৃষ্যতির,	দৃশ্যটির,	
fulkapi,	ফুলকাপি,	ফুলকপি,	
shaahaabiike,	সাহাবীকে,	সাহাবীকে,	
jolrong,	জলরর,	জলরঙ,	
ganoporibohoner,	গণপরিবহনের,	গণপরিবহনের,	
sollallhoo,	সল্লাল্ল,	সল্লাল্লাহু,	
hochchilo,	হচ্ছিল,	হচ্ছিলো,	
ronangane,	রণাঙ্গনে,	রণাঙ্গনে,	
ingrejra,	ইংজ্রেরা,	ইংরেজরা,	
saabbir,	সাবির,	সাব্বির,	
harbor,	হার্বর,	হারবার,	
nirdeshika,	নির্দেশিকা,	নির্দেশিকা,	
dinesh,	দাননশ,	দীনেশ,	
harbore,	হারবররে,	হারবারে,	
conphlict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
dumaa,	ডোমা,	দুমা,	
jeebonto,	জীবন্ত,	জীবন্ত,	
expression,	এক্সপ্রেসেশন,	এক্সপ্রেশন,	
ganana,	গানানা,	গণনা,	
batikromshalee,	বাতিকর্মশালী,	ব্যতিক্রমধর্মী,	
rutina,	রুটিন,	রুটিন,	
temone,	তেমনে,	তেমনই,	
paab,	পাব,	পাব,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
byabaharkari,	ব্যবহারকারী,	ব্যবহারকারী,	
