antarbhuttirmulok,	অন্তর্ভূত্ূমূলক,	অন্তর্ভুক্তিমূলক,	
durgotsob,	দুর্গতস্ব,	দুর্গোৎসব,	
proshadhoni,	প্রশাধানী,	প্রসাধনী,	
eeraner,	ইরানের,	ইরানের,	
qings,	কিংস,	কিংস,	
peshto,	পেষ্ট,	পেষ্ট,	
transformarer,	ট্রান্সফরমের,	ট্রান্সফরমারের,	
shatodha,	শতোধা,	শতধা,	
shikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
senior,	সেনিওর,	সিনিয়র,	
shtonahenja,	স্টোনাহেন্য,	স্টোনহেঞ্জ,	
ghumachchila,	ঘুমাছিল,	ঘুমাচ্ছিল,	
yaak,	যাক,	ইয়াক,	
chargar,	চারগার,	চার্জার,	
agora,	আগরা,	আগোরা,	
salsa,	সলসা,	সালসা,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
sachetanatamulak,	স্বাচেতনামূলক,	সচেতনতামূলক,	
telakoocha,	টেলাকোচ্,	তেলাকুচা,	
sahokari,	সহকারি,	সহকারী,	
khelafotey,	খেলাফোতে,	খেলাফতে,	
janes,	জেনস,	জোন্স,	
crescent,	ক্রেসেন্ট,	ক্রিসেন্ট,	
rajotwa,	রাজত্ব,	রাজত্ব,	
daaloo,	ডালু,	ডালু,	
seekkhokbrindo,	শিক্ষাবৃক্ষদ,	শিক্ষকবৃন্দ,	
gosthi,	গষ্ঠী,	গোষ্ঠী,	
joubanbatee,	যৌবনবতী,	যৌবনবতী,	
goolen,	গুলেন,	গুলেন,	
halloween,	হলওউইন,	হ্যালোইন,	
janmato,	জন্মত,	জন্মাত,	
military,	মিলিটারী,	মিলিটারি,	
nodnodir,	নদনীর,	নদনদীর,	
aper,	আপার,	আপের,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
amanisha,	অমনিযাশ,	অমানিশা,	
dupleex,	ডিপলিক্স,	ডুপ্লে,	
chargito,	চার্গিত,	চার্জিত,	
setikey,	সেটিকে,	সেটিকে,	
vagirath,	ভাগীরথ,	ভগীরথ,	
dharagulor,	ধারগুলোর,	ধারাগুলোর,	
chotto,	ছত্ব,	ছোট্ট,	
udbodhoner,	উদ্বোধনের,	উদ্বোধনের,	
footbalarder,	ফুটবলরদের,	ফুটবলারদের,	
poonch,	পুঁচ,	পুঞ্চ,	
dipti,	দীপ্তি,	ডেপুটি,	
institutioner,	ইন্সটিটিউশনের,	ইনস্টিটিউশনের,	
prokolpoguli,	প্রকলগুলি,	প্রকল্পগুলি,	
qulim,	কুলিম,	কুলিং,	
sanghorsheek,	সংঘর্ষিক,	সাংঘর্ষিক,	
jonmat,	জন্মাত,	জন্মাত,	
gaiche,	গাইছে,	গাইছে,	
mirakela,	মিরকেল,	মিরাকেল,	
prostutkarak,	প্রস্তুতকরক,	প্রস্তুতকারক,	
adhyattikotar,	আধ্যাতিকতার,	আধ্যাত্মিকতার,	
garnaar,	গার্নার,	গার্নার,	
choudhureeder,	চৌধুরিদের,	চৌধুরীদের,	
nafisa,	নাফিস,	নাফিসা,	
ssumitrar,	সুমিত্রার,	সুমিত্রার,	
deephineeshana,	ডেফিনিশন,	ডেফিনেশন,	
soccer,	সকের,	সকার,	
hizrite,	হিজরিতে,	হিজরীতে,	
enamel,	এনামেল,	এনামেল,	
nomo,	নম,	নমো,	
sanaktakaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
pirujali,	পিরুজালি,	পিরুজালী,	
porinoti,	পরিনতি,	পরিণতি,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
moonshi,	মুনশী,	মুন্সি,	
kushomva,	কুসম্ভা,	কুশুম্বা,	
norfolk,	নরফল্ক,	নরফোক,	
udbhabone,	উদ্ভবনে,	উদ্ভাবনে,	
nazad,	নজদ,	নজদ,	
choudhurike,	চৌধুরিকে,	চৌধুরীকে,	
daakteekite,	দাক্তিকটি,	ডাকটিকিটে,	
aieesa,	আইএশ,	আইএএস,	
korkotkrantee,	করককরাত্নী,	কর্কটক্রান্তি,	
chet,	চেত,	চ্যাট,	
temas,	টেমাস,	টাইমস্,	
panctaar,	পাঁচটর,	পাঁচটার,	
bamnii,	বাম্নী,	বামনী,	
neshnos,	নেষন্স,	নেশনস,	
daakteekit,	দাক্তিকিত,	ডাকটিকিট,	
meshar,	মেশার,	মেশার,	
teksaser,	টেকসাসের,	টেক্সাসের,	
nodiigulir,	নদিগুলির,	নদীগুলির,	
bhotarer,	ভোটরের,	ভোটারের,	
hurricanee,	হারিকানি,	হ্যারিকেন,	
rajtantre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
porikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
sainyader,	সৈন্যদের,	সৈন্যদের,	
mitroder,	মিত্রদের,	মিত্রদের,	
quata,	কোয়াট,	কোটা,	
polo,	পোল,	পোলো,	
mathieu,	মথিউ,	ম্যাথিউ,	
showtey,	শতে,	শোতে,	
hilse,	হিলসে,	হিলসে,	
shoilee,	সৈলী,	শৈলী,	
tistar,	টিস্টার,	তিস্তার,	
matt,	ম্যাট,	ম্যাট,	
zones,	জোনস,	জোন্স,	
thar,	থার,	থর,	
pratijogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
bafar,	বাফর,	বাফার,	
tottorat,	তত্তরোত,	তওরাত,	
setan,	সেটান,	শয়তান,	
eucalyptus,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
risorte,	রিসর্টে,	রিসোর্টে,	
katbe,	কাটবে,	কাটবে,	
asavya,	অসভ্য,	অসভ্য,	
muldhara,	মূলধারা,	মূলধারা,	
ddhake,	ঢেকে,	ঢেকে,	
deefinishion,	ডেফিনিশন,	ডেফিনেশন,	
areek,	এরিক,	আরিক,	
awnurbor,	অনুর্বর,	অনুর্বর,	
allahabade,	এল্লাহাবাদে,	এলাহাবাদে,	
antarctika,	অন্তর্কটিক,	অ্যান্টার্কটিকা,	
sinakey,	সিনাকে,	সিনাকে,	
anchaltike,	অঞ্চালটিকে,	অঞ্চলটিকে,	
byabasthar,	ব্যবস্থার,	ব্যবস্থার,	
bonoshree,	বনশ্রী,	বনশ্রী,	
matorom,	মতোরোম,	মাতরম,	
palestiner,	পলসস্টিনের,	প্যালেস্টাইনের,	
dembakreeti,	ডিম্বককৃতি,	ডিম্বাকৃতি,	
cholochchitrogulor,	চলচ্ষিত্রগুলোর,	চলচ্চিত্রগুলোর,	
karmasampadon,	কর্মস্মদপন,	কর্মসম্পাদন,	
moshjidke,	মসিজদে,	মসজিদকে,	
chalochchitroke,	চলচ্ছিত্রকে,	চলচ্চিত্রকে,	
ganoporibahaner,	গণপরিবহনের,	গণপরিবহনের,	
avatar,	অভাতর,	অবতার,	
shekender,	সেকেন্ডের,	সেকেন্ডের,	
arifin,	আরিফিন,	আরিফিন,	
pooroheetra,	পুরোহীত্রা,	পুরোহিতরা,	
bahaati,	বাহাতি,	বাহাতি,	
phising,	ফিশিং,	ফিসিং,	
kaptai,	কপ্টটি,	কাপ্তাই,	
rajdhani,	রাজধানী,	রাজধানি,	
patjat,	পাটজাত,	পাটজাত,	
engineers,	ইন্জিনার্স,	ইঞ্জিনিয়ার্স,	
norton,	নর্তন,	নর্টন,	
reesideencee,	রেসিডেন্সি,	রেসিডেন্স,	
croak,	ক্রোক,	ক্রোক,	
vabnar,	ভাবনার,	ভাবনার,	
jackson,	যক্ষণ,	জ্যাকসন,	
shkolashtic,	স্কলস্টিক,	স্কলাস্টিক,	
mathew,	মাথেও,	ম্যাথিউ,	
ancholei,	আঞ্চলে,	অঞ্চলেই,	
bhaskor,	ভাসকর,	ভাস্কর,	
plate,	প্লটে,	প্লেটে,	
kandey,	কানদে,	কাণ্ডে,	
nesnos,	নেসন্স,	নেশনস,	
songostha,	সংস্থ্যা,	সংস্থা,	
akla,	অক্লা,	একলা,	
shikkhartheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
greep,	গ্রীপ,	গ্রিপ,	
jatota,	যতটা,	যতোটা,	
chherechhe,	ছেরেছে,	ছেড়েছে,	
engil,	এঞ্জেল,	ইঞ্জিল,	
progreess,	প্রগ্রেস,	প্রগ্রেস,	
byabaharkariderke,	ব্যবহারকারীকে,	ব্যবহারকারীদেরকে,	
fokskon,	ফক্ষণ,	ফক্সকন,	
torabgunj,	তরাবগঞ্জ,	তোরাবগঞ্জ,	
gatihin,	গতিহীন,	গতিহীন,	
ashiatic,	অশিয়টিক,	এশিয়াটিক,	
saainyo,	সৈনইয়,	সৈন্য,	
shekende,	সেকেন্ডে,	সেকেন্ডে,	
progress,	প্রগ্রেস,	প্রগ্রেস,	
sooter,	সূতার,	শ্যুটার,	
duburyra,	দুবুরিরা,	ডুবুরিরা,	
kanthar,	কন্ঠর,	কাঁথার,	
mosleh,	মসলেহ,	মোসলেহ,	
rot,	রোত,	রত,	
deool,	ডিউল,	দেউল,	
udeechee,	উদেছি,	উদীচী,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
deares,	ডিরেশ,	ডিআরএস,	
eparjonta,	এপর্জন্ত,	এপর্যন্ত,	
phashtara,	ফাস্টার,	ফস্টার,	
bhenisa,	ভেনিস,	ভেনিস,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
gratha,	গ্রথ,	গ্রোথ,	
poshchater,	পশ্চাতের,	পশ্চাতের,	
seekkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
houstoner,	হস্তনের,	হিউস্টনের,	
keke,	কেক,	কেকে,	
netsi,	নেটসি,	নাত্সি,	
vastubad,	বস্তুবাদ,	বস্তুবাদ,	
nirapottamulok,	নিরপত্তমূলক,	নিরাপত্তামূলক,	
sutir,	সুটির,	সুতির,	
asamonjasyopurno,	অসমান্যপসূর্ণ,	অসামঞ্জস্যপূর্ণ,	
shoo,	শু,	শো,	
bipojjonok,	বিপদজ্জনক,	বিপজ্জনক,	
bholapuqa,	ভোলপুকা,	ভোলাপুক,	
melobborner,	মালববর্নের,	মেলবোর্নের,	
siiteyi,	সিটেই,	শীতেই,	
cheshsh,	চেষ,	চেস,	
hyariqena,	হ্যারিকেন,	হ্যারিকেন,	
jeshh,	যেস,	জেস,	
siddhantokey,	সিদ্ধান্তকে,	সিদ্ধান্তকে,	
udar,	উদার,	উদর,	
messenger,	মেসেন্জের,	মেসেঞ্জার,	
chalachchitrogulor,	চলচ্ছিত্রগুলোর,	চলচ্চিত্রগুলোর,	
aabahan,	আবাহন,	আবাহন,	
sanghar,	সংঘর,	সংহার,	
laaishheshh,	লাইশেস,	লাইসেন্স,	
ooipoka,	উপইককা,	উইপোকা,	
mataram,	মাতরাম,	মাতারাম,	
qeyboard,	কিবোর্ড,	কীবোর্ড,	
blyaqa,	ব্লক,	ব্ল্যাক,	
spredasita,	স্প্রাদাসিতা,	স্প্রেডশীট,	
ekoirokom,	একররকম,	একইরকম,	
harysher,	হারিশের,	হ্যারিসের,	
dokangoolote,	দকানগুলোতে,	দোকানগুলোতে,	
karlasa,	কার্লস,	কার্লোস,	
artilary,	অর্টিলারি,	আর্টিলারি,	
timothy,	তিমোথি,	টিমোথি,	
aabarto,	আবর্ত,	আবর্ত,	
shudhui,	সুধুই,	শুধুই,	
antorvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
beeru,	বিরু,	বীরু,	
vasturyi,	বস্তুরি,	বস্তুরই,	
durgotir,	দুর্গতির,	দুর্গটির,	
proteemar,	প্রতিমার,	প্রতিমার,	
mukhyo,	মূখ্য,	মুখ্য,	
sumoo,	শুমু,	সুমো,	
ashonka,	অসঙ্কা,	আশঙ্কা,	
joubonbotee,	যৌবন্তি,	যৌবনবতী,	
fol,	ফল,	ফল,	
obhidhanik,	অভিধানিক,	অভিধানিক,	
iash,	আয়াশ,	আইএএস,	
miley,	মিলে,	মাইলি,	
bhramaner,	ভ্রমণের,	ভ্রমণের,	
sharoker,	সরকের,	স্মারকের,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
planee,	প্লেনন,	প্লেন,	
bigepi,	বিজেপি,	বিজেপি,	
larshon,	লর্ষণ,	লারসন,	
dristihin,	দৃষ্টিহীন,	দৃষ্টিহীন,	
starc,	স্টার্ক,	স্টার্ক,	
answereer,	অনসারির,	আনসারীর,	
suparheiro,	সুপারহীর,	সুপারহিরো,	
charrjito,	চার্জিত,	চার্জিত,	
madhobike,	মাধবীকে,	মাধবীকে,	
joones,	জুনেস,	জোন্স,	
bhabna,	ভাবনা,	ভাবনা,	
kantajir,	কান্তজীর,	কান্তজির,	
