dhonuker,	ধ্নুকের,	ধনুকের,	
masterke,	মাস্টারকে,	মাস্টারকে,	
norobalir,	নরবালির,	নরবলির,	
sarje,	সর্যে,	সার্জ,	
baaraaker,	বারাকের,	বারাকের,	
jana,	জননা,	জানা,	
asthisandhir,	অস্থিসন্ধীর,	অস্থিসন্ধির,	
gemsh,	গেমস,	জেমস,	
samabeshe,	সমবেশে,	সমাবেশে,	
chaudhoorira,	চৌধুরিরা,	চৌধুরীরা,	
choudhuri,	চৌধুরি,	চৌধুরী,	
manasikatar,	মানসিকতার,	মানসিকতার,	
simito,	সিমিত,	সীমিত,	
agaman,	আগামান,	আগমন,	
nabami,	নবাী,	নবমী,	
aalkaatrar,	আলতাত্রার,	আলকাতরার,	
holude,	হলুদে,	হলুদে,	
shashta,	শষষটট,	ষষ্ট,	
sikkhokota,	শিক্ষকতা,	শিক্ষকতা,	
biseshagya,	বিশেষজ্ঞ,	বিষেশজ্ঞ,	
abneenito,	অন্বীনিত,	অভিনীত,	
ssikkhar,	শিক্ষার,	শিক্ষার,	
toonir,	তুনির,	টুনির,	
stobdha,	স্তব্ধ,	স্তব্ধ,	
khelei,	খেলেই,	খেলেই,	
guine,	গুইন,	গিনি,	
bishashti,	বিশস্তি,	বিশ্বাসটি,	
narsarite,	নার্সারীতে,	নার্সারিতে,	
oitijhyogata,	ঐতিহ্যগতা,	ঐতিহ্যগত,	
poosh,	পোস,	পিউস,	
nadisamuha,	নদীষসমূহ,	নদীসমূহ,	
clinton,	ক্লিনটন,	ক্লিনটন,	
doonald,	ডোনাল্ড,	ডোনাল্ড,	
sahazlabhbhata,	সহজ্লভ্্যতা,	সহজলভ্যতা,	
kalamer,	কলমের,	কালামের,	
nodishomuho,	নদীশমমূহ,	নদীসমূহ,	
colagen,	কোলাগেন,	কোলাজেন,	
jini,	জিনি,	যিনিই,	
kormokaando,	কর্মকান্ড,	কর্মকাণ্ড,	
bbonyoprani,	বন্যপ্রাণী,	বন্যপ্রাণী,	
maithyu,	মেঠ্যু,	ম্যাথু,	
ederke,	এদেরকে,	এদেরকে,	
auditar,	অডিটার,	অডিটর,	
tistaa,	টিস্টা,	তিস্তা,	
khelaro,	খেলেরো,	খেলারও,	
anannota,	অনন্নতা,	অনন্যতা,	
elakagulotay,	এলাকাগুলোতে,	এলাকাগুলোতে,	
naaju,	নাজু,	নাজু,	
otbir,	অটবির,	অটবির,	
onchal,	অঞ্চল,	অঞ্চল,	
khueshid,	খুয়েসিড,	খুরশিদ,	
mritticar,	মৃত্মিকার,	মৃত্তিকার,	
form,	ফরম,	ফর্ম,	
miu,	মিউ,	মিউ,	
charitartho,	চরিত্র্,	চরিতার্থ,	
durgotsaver,	দুর্গটসাবের,	দুর্গোৎসবের,	
qolajena,	কোলাজেন,	কোলাজেন,	
batso,	বাস,	বৎস,	
bhaasaar,	ভাষার,	ভাষার,	
illinoish,	এলিয়ন,	ইলিনয়ে,	
taateyi,	তাতেই,	তাতেই,	
durgata,	দুর্গত,	দুর্গত,	
karit,	করিত,	করিত,	
digridharii,	দিগ্রীধারী,	ডিগ্রিধারী,	
gosthigulor,	গষ্ঠিগুলোর,	গোষ্ঠীগুলোর,	
knawledge,	কোলাডে,	নলেজ,	
anchal,	আঞ্চল,	অঞ্চল,	
sans,	সন্স,	সান্স,	
viveker,	ভিভেকের,	বিবেকের,	
shiblee,	শিবলি,	শিবলী,	
surje,	সার্জে,	সার্জ,	
aaeesotop,	আইসতত,	আইসোটোপ,	
bishesaggo,	বিশেষজ্ঞ,	বিষেশজ্ঞ,	
list,	লিস্ট,	লিস্ট,	
magon,	মগন,	মাগন,	
dangaar,	ডাঙার,	দাঙ্গার,	
bhyatikaane,	ভ্যাতিকানে,	ভ্যাটিকানে,	
sahokareer,	সহকারির,	সহকারীর,	
pokhhiraj,	পক্ষিরাজ,	পঙ্খিরাজ,	
motabolombii,	মোটাবলম্বি,	মতাবলম্বী,	
dhaancher,	ধাঁচের,	ধাঁচের,	
nootasa,	নোটাস,	নোটস,	
dostidar,	দস্তিদার,	দস্তিদার,	
parishromey,	পরিশ্রমে,	পরিশ্রমে,	
dakata,	ডাকাতা,	ডাকোটা,	
ghuri,	ঘুরি,	ঘুরি,	
arjeentina,	অর্জেন্টিন,	আর্জেন্টিনা,	
naitrojena,	নাইট্রোজেন,	নাইট্রোজেন,	
moreell,	মরিল,	মোরেল,	
ooinslet,	উইন্সলটট,	উইন্সলেট,	
thhoomri,	থুমি,	ঠুমরী,	
uponibeshbad,	উপনিবেশবাদ,	উপনিবেশবাদ,	
aipieley,	এপিয়েল,	আইপিএলে,	
peters,	পিটার্স,	পিটার্স,	
bug,	বুগ,	বাগ,	
pracesar,	প্রসেসার,	প্রসেসর,	
shaarokti,	শারকটি,	স্মারকটি,	
shikhon,	শিখন,	শিখন,	
dhose,	ধসে,	ধসে,	
porishodhay,	পরিসদধে,	পরিশোধে,	
aantonio,	আন্তনিও,	আন্তোনিও,	
jibonkal,	জীবনকাল,	জীবনকাল,	
primer,	প্রিমের,	প্রাইমার,	
chorito,	চরিত,	চরিত,	
naamok,	নামক,	নামক,	
sangitagya,	সঙ্গীতজ্ঞ,	সঙ্গীতজ্ঞ,	
lust,	লাস্ট,	লাস্ট,	
phorm,	ফোর্ম,	ফর্ম,	
scooring,	স্কুরিং,	স্কোরিং,	
prasther,	প্রস্থের,	প্রস্থের,	
aabdoor,	আব্দুর,	আব্দুর,	
tishti,	টিস্টি,	তুষ্টির,	
ananumodito,	অনানুমোদিত,	অননুমোদিত,	
ashorer,	আসরের,	আসরের,	
mohasoonner,	মহাসুন্নের,	মহাশূন্যের,	
doshee,	দশি,	দোষী,	
ape,	অ্যাপে,	আপে,	
sador,	সদর,	চাদর,	
categary,	কেটেগারি,	ক্যাটাগরি,	
otitey,	অতিতে,	অতীতে,	
captitar,	কপ্টিটার,	কপটতার,	
utsabey,	উৎসবে,	উত্সবে,	
opraatistthanik,	অপ্রতিষ্ঠানিক,	অপ্রাতিষ্ঠানিক,	
nodiyo,	নোদিও,	নদীও,	
bhittite,	ভিত্তিতে,	ভিত্তিতে,	
provriti,	প্রভৃতি,	প্রভৃতি,	
kanabhenashana,	কননেভশন,	কনভেনশন,	
zraduate,	জ্রাডোডে,	গ্রাজুয়েট,	
bonsher,	বনশের,	বংশের,	
songhita,	সংঘিত,	সংহিতা,	
jaatradole,	যাত্রাদলে,	যাত্রাদলে,	
faibar,	ফাইবার,	ফাইবার,	
blaak,	ব্লক,	ব্লাক,	
brushh,	ব্রুস,	ব্রাশ,	
shikkhabyabosthar,	শিক্ষাব্যবস্থার,	শিক্ষাব্যবস্থার,	
mohisher,	মহিষের,	মহিষের,	
phisa,	ফিস,	ফিস,	
ghati,	ঘটি,	ঘাঁটি,	
elakar,	এলাকার,	এলাকার,	
aisalyandika,	আইসল্যননিক,	আইসল্যান্ডিক,	
shunyata,	শূন্যতা,	শুন্যতা,	
sinar,	সিনার,	সিনার,	
abhinetader,	অভিনেতদের,	অভিনেতাদের,	
writing,	রিটিং,	রাইটিং,	
dubury,	ডাবুরি,	ডুবুরি,	
progyapone,	প্রজ্ঞাপনে,	প্রজ্ঞাপনে,	
shangsthader,	সংস্থাদের,	সংস্থাদের,	
jolatanko,	জলাতন্ম,	জলাতংক,	
shongiittoggo,	সঙ্গীতজ্ঞ,	সঙ্গীতজ্ঞ,	
alangkorone,	অলংকরণে,	অলঙ্করণে,	
mohammader,	মোহাম্মাদের,	মুহাম্মদের,	
atyachare,	অত্যাচরে,	অত্যাচারে,	
hazaro,	হাজারো,	হাজারো,	
past,	পোস্ট,	পোস্ট,	
ksamotadhor,	ক্ষমতাধর,	ক্ষমতাধর,	
maricher,	মেরিচের,	মরিচের,	
spakena,	স্পোকেন,	স্পোকেন,	
samanwita,	সমান্বিতা,	সমন্বিত,	
handbooq,	হান্দ্বক,	হ্যান্ডবুক,	
motanusare,	মতানুসারে,	মতানুসারে,	
sheelpero,	শিল্পেরও,	শিল্পেরও,	
dusgoon,	দশগুণ,	দশগুণ,	
elaakagulo,	এলাকাগুলো,	এলাকাগুলো,	
lettershh,	লেটার্স,	লেটারস,	
dakota,	ডাকতা,	ডাকোটা,	
parkkey,	পার্ককে,	পার্ককে,	
jahaan,	জাহান,	জাহান,	
uleer,	উলির,	উলের,	
sifte,	সিফটে,	শিফটে,	
heinan,	হেনান,	হেনান,	
muzzoman,	মজ্জমান,	মুহ্যমান,	
mally,	মলি,	মলি,	
shheti,	শেটি,	সেটি,	
neheru,	নেহেরু,	নেহরু,	
gonobiddhongsi,	গণবিন্ধবসী,	গণবিধ্বংসী,	
otiitke,	অতিতকে,	অতীতকে,	
hallkabhabe,	হল্কাভাবে,	হালকাভাবে,	
petar,	পেতার,	পিটার,	
karmosuchi,	কর্মসূচি,	কর্মসুচি,	
jeebanjaaponer,	জীবনযাপনের,	জীবনযাপনের,	
jemasha,	জেমস,	জেমস,	
soteen,	শতীন,	সতিন,	
firozar,	ফিরোজার,	ফিরোজার,	
sclerosis,	স্ক্লোরিসিস,	স্ক্লেরোসিস,	
naarsaarite,	নার্সারীতে,	নার্সারিতে,	
lalar,	লালার,	লালার,	
rachi,	রাচি,	রাঁচি,	
parlara,	পারলার,	পার্লার,	
pianisht,	পিযানিস্ট,	পিয়ানিস্ট,	
basati,	বাসতি,	বাসাটি,	
rajbandider,	রাজবন্দীদের,	রাজবন্দীদের,	
salim,	সালিম,	সালিম,	
japaanider,	জাপানীদের,	জাপানিদের,	
dharakey,	ধারকে,	ধারাকে,	
avidhanti,	অভিধানটি,	অভিধানটি,	
komabey,	কমাবে,	কমাবে,	
antarbhuktir,	অন্তর্ভূক্তির,	অন্তর্ভুক্তির,	
teksus,	টেকসস,	টেক্সাস,	
homaarer,	হোমারের,	হোমারের,	
arijina,	অরিজিন,	অরিজিন,	
saubhagyabashato,	সৌভাগ্যসতত,	সৌভাগ্যবশত,	
tre,	ট্রে,	ট্রে,	
democrateek,	ডেমোক্রেটিক,	ডেমোক্র্যাটিক,	
roobhara,	রোভার,	রোভার,	
antorvukti,	অন্তর্ভূক্তি,	অন্তর্ভুক্তি,	
uddesshe,	উদ্দেশ্যে,	উদ্দ্যেশ্যে,	
arzeentina,	অর্জেন্টিন,	আর্জেন্টিনা,	
dusgon,	দুষ্ণ,	দশগুণ,	
eze,	এজে,	এজে,	
utshahei,	উৎ্সাহেই,	উৎসাহেই,	
gathik,	গঠিক,	গথিক,	
ishtrojoner,	ইস্ট্রজনের,	ইস্ট্রোজেনের,	
koshtokor,	কষ্টকর,	কষ্টকর,	
karlayil,	কার্লেল,	কার্লাইল,	
rajke,	রাজকে,	রাজকে,	
convention,	কনভেন্নন,	কনভেনশন,	
topur,	তপুর,	তপুর,	
imrul,	ইমরুল,	ইমরুল,	
tiuna,	টিউনা,	টিউন,	
saiphara,	সাইফার,	সাইফার,	
cador,	ক্যাডোর,	চাদর,	
anuchede,	অনুচেদে,	অনুচ্ছেদে,	
paste,	পাস্টে,	পেস্ট,	
processorer,	প্রসেসরের,	প্রসেসরের,	
diyenate,	ডিয়েটে,	ডিএনএতে,	
lupto,	লুপ্ত,	লুপ্ত,	
simitobhabe,	সিমিতভাবে,	সীমিতভাবে,	
hingsa,	হিংস,	হিংসা,	
samajeekota,	সমাজিকতা,	সামাজিকতা,	
rajyosabha,	রাজ্যসাভা,	রাজ্যসভা,	
masjidey,	মাশজীদে,	মসজিদে,	
lettars,	ল্যাটার্স,	লেটারস,	
marqet,	মার্কেট,	মার্কেট,	
nehorur,	নেহরুর,	নেহরুর,	
americatey,	আমেরিকাতে,	আমেরিকাতে,	
halkaavabe,	হালকাভাবে,	হালকাভাবে,	
deobond,	ডিউবন্ড,	দেওবন্দ,	
prakalpotir,	প্রকল্পতির,	প্রকল্পটির,	
eeraneo,	ইরেনেও,	ইরানেও,	
sweets,	সুযটটস,	সুইটস,	
pramod,	প্রমোদ,	প্রমোদ,	
songkeerton,	সংকীর্তন,	সংকীর্তন,	
shaiphara,	সাইফার,	সাইফার,	
sachetanatar,	সচেটনতার,	সচেতনতার,	
saifara,	সাইফার,	সাইফার,	
beralbhee,	বারল্ভী,	বেরলভী,	
sherge,	সের্গে,	সার্জ,	
aropita,	আরোপিতা,	আরোপিত,	
shikshak,	শিক্ষক,	শিক্ষক,	
carlyle,	কার্লিল,	কার্লাইল,	
poribeshtito,	পরিবেশ্টিত,	পরিবেষ্টিত,	
songasthai,	সংগ্ঠাই,	সংস্থাই,	
gethika,	গেঠিক,	গথিক,	
shansthagulir,	সংস্থগুলির,	সংস্থাগুলির,	
grantheo,	গ্রন্থেও,	গ্রন্থেও,	
dangar,	ডাঙার,	দাঙ্গার,	
