plato,	প্লট,	প্লেটো,	
kurdider,	কুর্দিদের,	কুর্দিদের,	
rca,	ক্রি,	আরসিএ,	
deebug,	ডিবুগ,	ডিবাগ,	
mehonoti,	মেহনতী,	মেহনতি,	
shrabasti,	শ্রবস্তি,	শ্রাবস্তী,	
qraima,	ক্রেম,	ক্রাইম,	
garmanyteo,	জার্মানিতেও,	জার্মানিতেও,	
jerusalema,	জেরুসলাম,	জেরুসালেম,	
temon,	টেমন,	তেমন,	
kooda,	কোড,	কোড,	
uthane,	উঠানে,	উঠানে,	
songosthaner,	সংস্থানের,	সংস্থানের,	
uddhritir,	উদ্ধৃতির,	উদ্ধৃতির,	
conservation,	কনসার্বেশন,	কনসারভেশন,	
ibhil,	এভিল,	ইভিল,	
ptolemir,	প্লেমির,	টলেমির,	
armeeniyana,	আর্মেনিয়ান,	আর্মেনিয়ান,	
omanisa,	অমনিশ,	অমানিশা,	
sahochorjo,	সহচর্য,	সাহচর্য,	
toranganj,	তরঙ্গঞ্জ,	তোরাবগঞ্জ,	
torokareer,	তরকারির,	তরকারীর,	
muladee,	মুলাদী,	মুলাদি,	
kompito,	কম্পিত,	কম্পিত,	
phalah,	ফলল,	ফালাহ,	
asor,	আসর,	আসর,	
addhattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
bishad,	বিষদ,	বিষদ,	
observer,	অবাশ্ভের,	অবজার্ভার,	
jaanachhe,	জানাছে,	জানাচ্ছে,	
loker,	লোকের,	লকের,	
shikshakder,	শিক্ষকদের,	শিক্ষকদের,	
cuti,	কুটি,	কিউটি,	
growth,	গ্রুথ,	গ্রোথ,	
sontoshe,	সন্ততেষে,	সন্তোষে,	
muzibur,	মুজিবর,	মুজিবুর,	
ujobekeestan,	উজবেশিক্ষণ,	উজবেকিস্তান,	
weenis,	ওয়েনিস,	ভেনিস,	
lisense,	লিসেন্স,	লাইসেন্স,	
rinatmok,	ঋণাত্মক,	ঋনাত্মক,	
heeavy,	হেভি,	হেভি,	
ustad,	উষ্টাড,	উস্তাদ,	
pooshtee,	পুষ্টি,	পুষ্টি,	
beshirvagyi,	বেশিরভাগই,	বেশিরভাগই,	
torun,	তরুণ,	তরুন,	
teksuser,	টেক্সুসের,	টেক্সাসের,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
prosadhoni,	প্রসাধানি,	প্রসাধনী,	
tarani,	তরণী,	তরণী,	
tokei,	টোকেই,	ত্বকেই,	
hitokor,	হীতকর,	হিতকর,	
fishing,	ফিসিং,	ফিসিং,	
elakaa,	এলাকা,	এলাকা,	
phimela,	ফিমেল,	ফিমেল,	
bahya,	বাহ্য,	বাহ্য,	
helloin,	হেলিন,	হ্যালোইন,	
ekkoghore,	একঘরঘের,	একঘরে,	
bonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
jeebnagar,	জীবনাগার,	জীবননগর,	
lampot,	ল্যাম্পট,	লম্পট,	
augustine,	আগাস্টিন,	অগাস্টিন,	
anciint,	আনসাইন্ট,	এনসিয়েন্ট,	
thesiser,	থেসিসের,	থিসিসের,	
kuery,	কুয়েরি,	কোয়েরি,	
beshirvagei,	বেশিরভাগেই,	বেশিরভাগেই,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
iispredsheet,	ইস্প্রেশেট,	স্প্রেডশীট,	
dinara,	ডিনার,	ডিনার,	
scoore,	স্কোর,	স্কোর,	
ateeteo,	আতেতেও,	অতীতেও,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
laishenshim,	লাইসেংসিং,	লাইসেন্সিং,	
utpatti,	উৎপত্তি,	উতপত্তি,	
toronee,	তরণী,	তরণী,	
orthoniti,	অর্থনিতি,	অর্থনীতির,	
haitasa,	হাইটাস,	হাইটস,	
okritakarjo,	অকৃত্যার্য,	অকৃতকার্য,	
jakkha,	যক্ষ্মা,	যক্ষ,	
manushsaho,	মনুষ্হ,	মানুষসহ,	
vandarey,	ভান্ডারে,	ভাণ্ডারে,	
horus,	হোরাস,	হোরাস,	
cholochchitreeo,	চলচিত্রেও,	চলচ্চিত্রেও,	
koyari,	কোয়ারি,	কোয়েরি,	
moofti,	মুফতী,	মুফতি,	
monir,	মনির,	মনির,	
dembakriti,	দেববাকৃতি,	ডিম্বাকৃতি,	
alexander,	আলেকক্নদের,	আলেকজান্ডার,	
sangostha,	সংস্থা,	সংস্থা,	
goteehin,	গতিহীন,	গতিহীন,	
sthapanagulor,	স্থপানগুলোর,	স্থাপনাগুলোর,	
youth,	ইউথ,	ইয়ুথ,	
kona,	কোণ,	কণা,	
venkatesh,	ভেনকেটেস,	ভেঙ্কটেশ,	
gori,	গ্যারি,	গোরি,	
swarthe,	স্বর্থে,	স্বার্থে,	
arashie,	আরাশী,	আরসিএ,	
buffer,	বাফের,	বাফার,	
dey,	দে,	ডে,	
horiddare,	হরিদ্রাে,	হরিদ্বারে,	
shombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
motamoto,	মতামাতো,	মতামতও,	
shaahoshikataar,	সাহশিক্যাতার,	সাহসিকতার,	
utkhat,	উৎখ্যাত,	উত্খাত,	
dhan,	ধন,	ধ্যান,	
arasie,	আরসে,	আরসিএ,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
loukikata,	লৌকিকতা,	লৌকিকতা,	
queri,	কুয়েরি,	কোয়েরি,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
gonokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
khur,	খুর,	ক্ষুর,	
qonflict,	কনফলাইক্ট,	কনফ্লিক্ট,	
fokser,	ফক্ষের,	ফক্সের,	
baek,	ব্যাক,	বাইক,	
taanteera,	টান্টেরা,	তাঁতিরা,	
ieub,	ইউব,	আইইউবি,	
purbanchole,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
daakteekiter,	ডাক্তিকিটির,	ডাকটিকিটের,	
silvee,	সিলভী,	সিলভি,	
ekhate,	এখাতে,	একহাতে,	
jemi,	জেমি,	জেমি,	
chalochchitraeeo,	চলচ্চিত্রেও,	চলচ্চিত্রেও,	
gobeshokgan,	গবেষক্ষণ,	গবেষকগণ,	
dobhara,	দোভার,	ডোভার,	
bhenasha,	ভেনস,	ভেনাস,	
sooya,	সোয়া,	সোয়া,	
shkora,	স্কোর,	স্কোর,	
janasamaj,	জনসমমাজ,	জনসমাজ,	
oporeeshodhito,	অপরিষোধিত,	অপরিশোধিত,	
bhortuki,	ভর্তুকি,	ভর্তুকি,	
tusho,	টুষ,	তুসো,	
armashtram,	অর্মস্ত্রম,	আর্মস্ট্রং,	
schalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
ooipoka,	উপিকা,	উইপোকা,	
priimo,	প্রীম,	প্রিমো,	
paree,	পারী,	পাড়ে,	
darzi,	দর্জি,	দরজি,	
shoya,	শোয়া,	সোয়া,	
kormosompadon,	কর্মসম্পদন,	কর্মসম্পাদন,	
arekdal,	আরেকদল,	আরেকদল,	
samoshtigato,	সমস্তিতগত,	সমষ্টিগত,	
aarke,	আরকে,	আরকে,	
ronangone,	রণাঙ্গনে,	রণাঙ্গনে,	
eebhiem,	এভিম,	ইভিএম,	
prokolpotike,	প্রকলপতিকে,	প্রকল্পটিকে,	
haila,	হইল,	হইল,	
dhikrito,	ঢিকৃত,	ধিকৃত,	
seemons,	সেমন্স,	সিমন্স,	
jarmaniteo,	জার্মানিতেও,	জার্মানিতেও,	
peethey,	পিঠে,	পীঠে,	
sazanor,	সাজানোর,	সাজানোর,	
cooda,	কোড,	কোডা,	
totokkhon,	ততক্ষণ,	ততক্ষন,	
dalee,	ডালি,	ডালে,	
dibug,	ডিবুগ,	ডিবাগ,	
ghumacche,	ঘুমাছেছে,	ঘুমাচ্ছে,	
anchalsaha,	অঞ্চলসহ,	অঞ্চলসহ,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
zohns,	জনস,	জন্স,	
baysharkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
daakope,	ডাকপে,	দাকোপ,	
mohiboor,	মহিবুর,	মহিবুর,	
azan,	আজন,	আজান,	
graambaashee,	গ্রামবাসী,	গ্রামবাসী,	
promoshone,	প্রমোশনে,	প্রোমোশনে,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
turkmen,	টার্কমেন,	তুর্কমেন,	
monzushree,	মঞ্জুসররী,	মঞ্জুশ্রী,	
khuni,	খুনী,	খুনি,	
manir,	মনির,	মনির,	
gosthyti,	গোস্থীতি,	গোষ্ঠীটি,	
purbancole,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
fal,	ফাল,	ফল,	
cheess,	চেশ,	চেস,	
hyarikeena,	হ্যারিকিন,	হ্যারিকেন,	
kaloniir,	কালনীর,	কালনীর,	
abheedhaneek,	অভিধানিক,	অভিধানিক,	
cholocchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
notey,	নোটে,	নোটে,	
akeeb,	একীব,	আকিব,	
inziniyarsa,	ইঞ্জিনির্স,	ইঞ্জিনিয়ার্স,	
vault,	ভাউল্ট,	ভল্ট,	
sampadaner,	সম্পদ্যনের,	সম্পাদনের,	
baarbaadoj,	বার্বাদজ,	বার্বাডোজ,	
koreemke,	করিমকে,	করিমকে,	
titlee,	টিল্ট,	টাইটেল,	
vandar,	ভান্ডার,	ভাণ্ডার,	
alsara,	আলসার,	আলসার,	
deep,	ডীপ,	দীপ,	
seconder,	সেকোন্ডের,	সেকেন্ডের,	
chiranton,	চিরা্তন,	চিরন্তন,	
teknokret,	টেকন্ক্রেট,	টেকনোক্র্যাট,	
promosioney,	প্রমোশনে,	প্রোমোশনে,	
johor,	জহর,	জহর,	
qoyartara,	কোয়ার্টার,	কোয়ার্টার,	
langhan,	লঙ্ঘন,	লংঘন,	
sofy,	সফি,	সোফি,	
katbey,	কাত্বে,	কাটবে,	
roy,	রই,	রায়,	
faase,	ফাঁসে,	ফাঁসে,	
mahey,	মহে,	মাহে,	
kkomatei,	কমাতেই,	কমাতেই,	
dhyanostha,	ধ্যানস্থ,	ধ্যানস্থ,	
claus,	ক্লাস,	ক্লজ,	
homesh,	হোমেস,	হোমস,	
nishchitrupe,	নিশ্চিত্রূপে,	নিশ্চিতরূপে,	
gatrey,	গোত্রে,	গাত্রে,	
mitra,	মিত্র,	মিত্র,	
dailee,	ডেলি,	ডেইলি,	
obosorer,	অবসরের,	অবসরের,	
saurse,	সার্স,	সোর্স,	
prabhur,	প্রভূর,	প্রভুর,	
tafsirer,	তাসসিরের,	তাফসীরের,	
romantiqa,	রোম্ন্টিক,	রোমান্টিক,	
purbanchale,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
sibraz,	শিবরাজ,	শিবরাজ,	
cs,	সিএস,	সিএস,	
loukeekotaa,	লৌকিকতা,	লৌকিকতা,	
ceramiker,	চেরামিকের,	সিরামিকের,	
chon,	চন,	ছোঁ,	
obharabhiu,	অভারভু,	ওভারভিউ,	
granthe,	গ্রান্থে,	গ্রন্থে,	
sikhbe,	শিখবে,	শিখবে,	
karta,	কার্ট,	করতা,	
uchchotara,	উচ্চতর,	উচ্চতর,	
sahabah,	সহবাহ,	সাহাবাহ,	
nilabha,	নিলভ,	নীলাভ,	
gosthike,	গোষ্ঠীকে,	গোষ্ঠীকে,	
floodliter,	ফ্লোডিটের,	ফ্লাডলাইটের,	
asamorthito,	অসামর্থিত,	অসমর্থিত,	
lyataa,	ল্যাট,	ল্যাটা,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
jeevjontu,	জীবজন্তু,	জীবজন্তু,	
nirvahey,	নির্বাহে,	নির্বাহে,	
istara,	ইস্টার,	ইস্টার,	
futanta,	ফুটন্ট,	ফুটন্ত,	
stone,	স্টনে,	স্টোন,	
ekoirokom,	একৈরকম,	একইরকম,	
dekhbar,	দেখবার,	দেখবার,	
tukrotey,	তুক্রতে,	টুকরোতে,	
directorate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
dhnoka,	ঢনকা,	ধোঁকা,	
stoneeheengee,	স্ট্যানেজেঞ্জ,	স্টোনহেঞ্জ,	
hooq,	হোক,	হুক,	
dipgulo,	দীপগুলো,	দ্বীপগুলো,	
angkita,	অংকিত,	অঙ্কিতা,	
avatar,	অভাতার,	অবতার,	
babylon,	বাবিলন,	ব্যাবিলন,	
kash,	কাশ,	কাস,	
oncholo,	অঞ্চলও,	অঞ্চলও,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
boikalyo,	বৈকল্য,	বৈকল্য,	
padarthabid,	পদর্্থবিদ,	পদার্থবিদ,	
adhatik,	আধ্যাতিক,	আধ্যাত্মিক,	
sikkharrtheerao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
giitikobita,	গীতিকিবিত,	গীতিকবিতা,	
poshchater,	পশ্চেতের,	পশ্চাতের,	
patka,	পট্কা,	পটকা,	
