taurat,	ট্যারাট,	তওরাত,	
eskol,	এসকোল,	এসকল,	
prabhritir,	প্রভৃতির,	প্রভৃতির,	
hoil,	হৈল,	হইল,	
dhyanostho,	ধ্যানস্থ,	ধ্যানস্থ,	
karoo,	কারও,	কারো,	
shreemoti,	শ্রীমতী,	শ্রীমতি,	
codeti,	কোডেটি,	কোডটি,	
maudelgulo,	মৌদেগলু,	মডেলগুলো,	
juddhahato,	যুদ্ধহত,	যুদ্ধাহত,	
samashtike,	সমস্তিকে,	সমষ্টিকে,	
hondooras,	হন্ডারস,	হন্ডুরাস,	
vagna,	ভাগনা,	ভগ্ন,	
ayantarketika,	অ্যান্টরেক্টিক,	অ্যান্টার্কটিকা,	
aashtikotaa,	আস্টিকতো,	আস্তিকতা,	
chilahati,	চিলাহতি,	চিলাহাটি,	
uparjoner,	উপারজনের,	উপার্জনের,	
inapharameeshana,	ইনফর্মেশন,	ইনফরমেশন,	
akkhar,	অক্ষর,	অক্ষর,	
lohaa,	লোহা,	লোহা,	
larson,	লর্ষন,	লারসন,	
sainyader,	সৈন্যদের,	সৈন্যদের,	
ghatke,	ঘাটকে,	ঘাটকে,	
abhidhaanik,	আভিধানিক,	অভিধানিক,	
madhobi,	মাধবী,	মাধবী,	
americar,	এমেরিকার,	আমেরিকার,	
laishenshe,	লাইসেন্সে,	লাইসেন্স,	
tarunke,	তরুণকে,	তরুণকে,	
fall,	ফল,	ফল,	
foksher,	ফক্সের,	ফক্সের,	
hooldim,	হুলদিম,	হোল্ডিং,	
thanvi,	থাঁভি,	থানভী,	
kyathlikder,	ক্যাথলিকদের,	ক্যাথলিকদের,	
surkey,	সুর্কে,	সুরকে,	
chereche,	চেরেছে,	ছেড়েছে,	
habshi,	হাবসি,	হাবশী,	
fuzz,	ফুজ,	ফাজ,	
gara,	গার,	গোর,	
asamanyo,	অসমান্য,	অসামান্য,	
mitrao,	মিত্রও,	মিত্রও,	
pravur,	প্রভূর,	প্রভুর,	
chhintayikari,	চিন্তাবিকারী,	ছিনতাইকারী,	
silbhi,	সিলভি,	সিলভি,	
talal,	তলল,	তালাল,	
niqela,	নিকেলা,	নিকেল,	
ponchashjon,	পঞ্চাশন,	পঞ্চাশজন,	
chirkoot,	চির্কুট,	চিরকুট,	
aoki,	আকি,	এওকি,	
asif,	আসীফ,	আসিফ,	
soorti,	শূর্টি,	সুরটি,	
maddhukkori,	মাধ্ুককির,	মাধুকরী,	
chandrima,	চন্ড্রিমা,	চন্দ্রিমা,	
ujobekeestan,	উজবেক্ষিতন,	উজবেকিস্তান,	
prokare,	প্রকারে,	প্রকারে,	
niro,	নিরো,	নির,	
charger,	চর্গের,	চার্জের,	
bonvumitey,	বন্ভূমিতে,	বনভূমিতে,	
asaborno,	অসবর্ন,	অসবর্ণ,	
taims,	টাইমস,	টাইমস্,	
gosthiti,	গোষ্ঠিতি,	গোষ্ঠীটি,	
logicer,	লজিাসের,	লজিকের,	
dhaleshorii,	ধালেস্বীরী,	ধলেশ্বরী,	
gaandaas,	গান্ডস,	জ্ঞানদাস,	
tolemi,	তলেমি,	টলেমির,	
jeten,	জেতেন,	জেতেন,	
shoodhooi,	শুধুই,	শুধুই,	
domone,	ডমন,	দমনে,	
janoika,	জনিকা,	জনৈকা,	
abadamoner,	আবাামনের,	অবদমনের,	
lyand,	ল্যান্ড,	ল্যান্ড,	
kanshater,	কাঁসাতের,	কানসাটের,	
ooindo,	উইন্ড,	উইন্ডো,	
chalachchitrai,	চলচ্চিত্রেই,	চলচ্চিত্রই,	
chittronatyokar,	চিত্রনত্যকর,	চিত্রনাট্যকার,	
maadla,	মাদলা,	মাদলা,	
jerujaleme,	জেরুজামে,	জেরুসালেমে,	
dayitwa,	দৈত্য,	দায়িত্ব,	
peerry,	পেরি,	পেরি,	
choudhoorider,	চৌধুরিদের,	চৌধুরীদের,	
mokhmoley,	মখমলে,	মখমলে,	
direqtareta,	ডিরেক্টারেট,	ডিরেক্টরেট,	
taiteela,	টাইটেল,	টাইটেল,	
sidharther,	শিধার্থের,	সিদ্ধার্থের,	
mast,	মোস্ট,	মাস্ত,	
lagchhe,	লাগছে,	লাগছে,	
firoj,	ফিরোজ,	ফিরোজ,	
hul,	হুল,	হুল,	
licenser,	লিসেন্সের,	লাইসেন্সের,	
ekar,	একর,	একার,	
creshcent,	ক্রিসেেন্ট,	ক্রিসেন্ট,	
dorgaho,	দরগাহ,	দরগাহ,	
madhoori,	মাধুরি,	মাধুরী,	
laagche,	লাগছে,	লাগছে,	
lambatey,	লম্বাতে,	লম্বাটে,	
herisoner,	হিরিসনের,	হ্যারিসনের,	
gosthyti,	গোষ্ঠিতি,	গোষ্ঠীটি,	
ponchaashjon,	পঞ্চাশন,	পঞ্চাশজন,	
tinti,	তিনটি,	তিনটি,	
venisey,	ভেনিসে,	ভেনিসে,	
cholochchitroi,	চলচ্চিত্রী,	চলচ্চিত্রই,	
songasthaner,	সংস্থানের,	সংস্থানের,	
konfleekt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
heebhi,	হেভি,	হেভি,	
biplabee,	বিপ্লবি,	বিপ্লবী,	
seekkhokder,	শিক্ষকদের,	শিক্ষকদের,	
booponer,	বূপনের,	বপনের,	
jaanaar,	জানার,	জানার,	
townsip,	টাউন্সিপ,	টাউনশিপ,	
lutharen,	লুঠারেন,	লুথেরান,	
doonut,	ডুনত,	ডোনাট,	
akbakke,	একবককে,	একবাক্যে,	
harbar,	হারবার,	হারবার,	
pratyokkhobhabe,	প্রত্যক্ষ্যাভে,	প্রত্যক্ষভাবে,	
konistho,	কনিষ্ঠ,	কনিষ্ঠ,	
monhputa,	মংমপুতা,	মনঃপুত,	
obe,	অবে,	ওবিই,	
gondhe,	গন্ধে,	গন্ধে,	
ghumachchila,	ঘুমাছিছেল,	ঘুমাচ্ছিল,	
kormosompadon,	কর্মসম্পন,	কর্মসম্পাদন,	
talgachh,	তালগাঁ,	তালগাছ,	
aanhu,	আনু,	আনহু,	
gosthyi,	গোষ্ঠী,	গোষ্ঠীই,	
sammatir,	সামতার,	সম্মতির,	
elakaasoho,	এলাকাহস,	এলাকাসহ,	
ship,	শীপ,	শিপ,	
jalbe,	জলবে,	জ্বলবে,	
commander,	কমান্ডার,	কমাণ্ডার,	
hostantor,	হস্তান্তর,	হস্তান্তর,	
sikkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
shaannaal,	সান্নাল,	সান্যাল,	
foks,	ফক্স,	ফক্স,	
ostad,	অস্তাদ,	ওস্তাদ,	
qrisenta,	ক্রিজেন্ট,	ক্রিসেন্ট,	
turkider,	তুর্কীদের,	তুর্কিদের,	
kyamone,	কেমনে,	কেমনে,	
conservetion,	কনসার্ভেশন,	কনসারভেশন,	
palbangser,	পল্ববংশের,	পালবংশের,	
loukikataa,	লুকিকতা,	লৌকিকতা,	
ko,	কো,	কেও,	
mozlishpoor,	মজলিসিপুর,	মজলিশপুর,	
granther,	গ্রন্থের,	গ্রন্থের,	
mukharji,	মুখার্জি,	মুখার্জী,	
srimati,	শ্রীমতী,	শ্রীমতি,	
bhangle,	ভাঙলে,	ভাঙলে,	
aazadeer,	আজাদির,	আজাদীর,	
plusey,	প্লাজে,	প্লাসে,	
kota,	কোট,	কোটা,	
koda,	কোড,	কোড,	
anchaltitey,	আঞ্চলিটিতে,	অঞ্চলটিতে,	
licencing,	লিসেন্সিং,	লাইসেন্সিং,	
moldova,	মলোদ্ভা,	মলদোভা,	
prokalpeo,	প্রকল্পেও,	প্রকল্পেও,	
lettere,	লেটারার,	লেটারে,	
ponero,	পনেরো,	পনের,	
ashocheton,	অসচেতন,	অসচেতন,	
drishyogulotey,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
rca,	র্কিএ,	আরসিএ,	
ankita,	অংকিত,	অঙ্কিতা,	
mascat,	মাসকাট,	মাস্কাট,	
manabmaner,	মানব্মানের,	মানবমনের,	
ajeemke,	আজমকে,	আজিমকে,	
bizit,	বিজিট,	বিজিত,	
stoone,	স্টোন,	স্টোন,	
maase,	মাজে,	মাসে,	
categoryr,	ক্যাটেজারির,	ক্যাটাগরির,	
nirikh,	নিরিখ,	নিরিখ,	
kalniir,	কালনীর,	কালনীর,	
shift,	সেফ,	শিফট,	
silvar,	শিলভার,	সিলভার,	
sheekarke,	শিকারকে,	শিকারকে,	
khannkaj,	খানকাজ,	খননকাজ,	
kyaneela,	ক্যানেল,	ক্যানেল,	
poshchater,	পশ্চাতের,	পশ্চাতের,	
oholyar,	অহল্যার,	অহল্যার,	
timoothy,	তিমোথি,	টিমোথি,	
nirapattamulok,	নিরাপ্তমূলক,	নিরাপত্তামূলক,	
kheley,	খেলি,	খেলে,	
soshorire,	শশরীরে,	সশরীরে,	
dhos,	ধ্বস,	ধস,	
narikei,	নারীকেই,	নারীকেই,	
aazaan,	আজান,	আজান,	
osomorthito,	অসম্থিত,	অসমর্থিত,	
dackop,	ডাক,	দাকোপ,	
padarthabidder,	পদার্থবিদদের,	পদার্থবিদদের,	
shhcholashtik,	স্লোচাল্টিক,	স্কলাস্টিক,	
bishwashi,	বিশ্বাসী,	বিশ্বাসী,	
naphisa,	নাফিস,	নাফিসা,	
nikot,	নিকট,	নিকট,	
azadeer,	আজাদির,	আজাদীর,	
akkharke,	অক্ষরকে,	অক্ষরকে,	
titlee,	টিটল,	টাইটেল,	
elakatikey,	এলাকাতিকে,	এলাকাটিকে,	
pluse,	প্লাজ,	প্লাসে,	
heriser,	হিরিজের,	হ্যারিসের,	
madhabike,	মাধবীকে,	মাধবীকে,	
bike,	বিকে,	বাইক,	
vugten,	ভাগতেন,	ভুগতেন,	
paitey,	পাটে,	পাইতে,	
dakhbaar,	দেখবার,	দেখবার,	
chomski,	চম্কি,	চমস্কি,	
mile,	মিলে,	মিলে,	
siddhantei,	সিদ্ধানেই,	সিদ্ধান্তেই,	
dokan,	ডোকান,	দোকান,	
byatikramdharmi,	ব্যোতিরকক্রমর্ধী,	ব্যতিক্রমধর্মী,	
uzobekeestaaner,	উজবেশ্বিস্তানের,	উজবেকিস্তানের,	
philipiner,	ফিলিপিনের,	ফিলিপাইনের,	
armastram,	আর্মস্ত্রাম,	আর্মস্ট্রং,	
procharonamoolok,	প্রচারনামূলক,	প্রচারণামূলক,	
koommatei,	কমাতেই,	কমাতেই,	
bodhirata,	বধিরতা,	বধিরতা,	
dolu,	ডল,	ডলু,	
nirabata,	নীরবতা,	নিরবতা,	
ishtone,	ইস্টন,	স্টোন,	
diznii,	ডিজনি,	ডিজনী,	
dayitto,	দৈত্য,	দায়িত্ব,	
freedom,	ফ্রিডম,	ফ্রীডম,	
miley,	মিলে,	মাইলে,	
shatoker,	শতকের,	শতকের,	
haila,	হেইল,	হইল,	
hijritey,	হিজরিতে,	হিজরীতে,	
dada,	দাদ,	দাদা,	
golakrity,	গোলাকৃতি,	গোলাকৃতি,	
sontoshe,	সন্ত্ষে,	সন্তোষে,	
bhagirath,	ভাগীরথ,	ভগীরথ,	
abhidhaaneec,	আভিধানিক,	অভিধানিক,	
gobeshonar,	গবেষণার,	গবেষনার,	
bibade,	বিবদে,	বিবাদে,	
panero,	পেনেরো,	পনের,	
swasti,	স্বস্তি,	স্বস্তি,	
dharabhashyokar,	ধারাভাষ্যকর,	ধারাভাষ্যকার,	
chhedon,	ছেদন,	ছেদন,	
prakalpao,	প্রকল্পও,	প্রকল্পও,	
murader,	মুরাদের,	মুরাদের,	
horidware,	হরিদ্যার,	হরিদ্বারে,	
carzito,	কার্জিত,	চার্জিত,	
kaathhaamaandu,	কাঠমান্ডু,	কাঠমান্ডু,	
goora,	গোর,	গোর,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
gunze,	গুঞ্জে,	গুঁজে,	
grambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
nodiiti,	নদীতী,	নদীটি,	
tarkarir,	তরকারীর,	তরকারীর,	
jahara,	জাহরা,	যাহরা,	
probhura,	প্রভূরা,	প্রভুরা,	
ddhake,	ঢাঁকে,	ঢেকে,	
protisthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
qyantana,	ক্যান্টন,	ক্যান্টন,	
sooya,	শোয়া,	সোয়া,	
machhti,	মাছটি,	মাছটি,	
suraarop,	সুরারপ,	সুরারোপ,	
koner,	কোনের,	কনের,	
nirbaho,	নির্বাহ,	নির্বাহ,	
shcholastiq,	স্কোলাস্টিক,	স্কলাস্টিক,	
qarqa,	কর্ক,	কার্ক,	
panera,	পােের,	পনের,	
alauler,	অ্যালাউর,	আলাওলের,	
roktokkhon,	রক্তক্ষণ,	রক্তক্ষরণের,	
